,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
10832,9550,6622.json,true,Says Milken Institute rated San Antonio as nations top-performing local economy.,economy,julian-castro,"Mayor, San Antonio",Texas,democrat,0.0,0.0,3.0,3.0,0.0,keynote address at Democratic National Convention.,"Money is indeed being taken away from workers who will see lower overall compensation, and particularly smaller paychecks. Also, companies that employ significant numbers of workers are getting tax breaks. But the tax breaks signed into law so far are linked to job creation, not simply whether the company is a major corporation or not. Tax breaks are being given to business in the midst of a budget crisis, though."
10847,9565,8702.json,true,"60 percent of the jobs lost in the 2008 recession were living-wage jobs. Of the jobs weve gotten back, only 40 percent are living-wage.",jobs,jeff-merkley,U.S. Senator,Oregon,democrat,0.0,1.0,3.0,6.0,0.0,a talk to the Human Services Coalition of Oregon,"Germany had 25,777 megawatts, China had 25,104 megawatts, Spain had 19,149 megawatts and India had 10,926 megawatts. Italy was the country with the sixth largest installed wind power capacity (4,850 megawatts)  just over half of Texas' capacity. Not including the U. S. , Texas had installed more wind power than any all but four countries. And more than any other state."
10854,9572,12374.json,true,"Austin is number one in Texas in startups, venture capital and patents.","city-government,economy,small-business,technology",steve-adler,Mayor of Austin,Texas,democrat,1.0,1.0,1.0,2.0,1.0,"speaking against Proposition 1 on Austin's May 7, 2016 ballot","Bush said there has been a 100 percent ""increase in student debt under this Democratic White House. ""There has been a substantial increase in student loan debt over the course of Obamas presidency -- but its an increase of about 86 percent, not 100 percent. Experts also told us that student loan debt was growing before Obama took office, too, and much of the increase that happened under his watch was a result of the recession and other factors out of the White Houses control."
10859,9577,3568.json,true,There used to be 16 workers for every one person on Social Security. ... Now its three.,"deficit,federal-budget",mark-warner,U.S. Senator,Virginia,democrat,3.0,1.0,6.0,3.0,0.0,a meeting with The Atlanta Journal-Constitution editorial board,So where does that leave Kapturs statement?Numerous sources have said it can cost as much as $400 per gallon to provide gas for troops in Afghanistan. That the statistic seems to be a high end number is a piece of information that provides clarification.
10862,9580,4271.json,true,"Certainly were going to be the most restrictive state in the land in terms of who can get medical marijuana, how it will be prescribed and how it will be achieved in terms of moving it into the marketplace.","drugs,government-regulation,marijuana,public-health",nicholas-scutari,State Senator,New Jersey,democrat,0.0,0.0,0.0,0.0,0.0,in a NJToday interview,"Rubio said a private company building a natural gas pipeline into Florida ""is being forced to spend months under the review of six federal agencies. ""When we checked on the groups involved in the building of the Sabal Trail Transmission expansion, five agencies were listed in paperwork from the builder. Throw in the fact the Department of Transportation has to okay the plans, that makes six. OSHA compliance could bring it to seven, but Rubio doesnt need it."
10889,9607,11214.json,true,"Says Ron Johnson opposes entirely a federal minimum wage, except perhaps for guest workers.","agriculture,economy,government-regulation,jobs,labor,unions,workers",russ-feingold,,Wisconsin,democrat,2.0,4.0,7.0,5.0,1.0,a speech,"""The last count of the number of abortion providers, around 1,720, is probably a bit high. Meanwhile, thenumber of crisis pregnancy centers run the gamutfrom 1,800 to 8,000. There's no widely recognized tally."
10909,9627,13267.json,true,Says over 90 percent of Travis Countys eligible residents have registered to vote.,elections,bruce-elfant,"Constable, Travis County, Precinct 5",Texas,democrat,0.0,0.0,0.0,1.0,0.0,a press conference,"Friends of Greenlight says in its promotional email that implementing bus rapid transit ""wont take existing lanes from other vehicles. ""Already the statement needs to be qualified, because two thoroughfares in St.  Petersburg will be losing lanes if a 1-cent tax increase passes. And while PSTA and Greenlight advocates say bus lanes would be taken from shoulders and medians, theres really no way to know how roads will be altered. Pinellas residents will have to vote for the proposal in November before a study can be done to work out those details. We can say that there are no plans currently to remove the center turning lane from 4th Street North, and an artist's rendering showing that outcome was actually intended to show what a new bus stop might look like. So theres no intention to take away traffic lanes beyond the two Greenlight Pinellas mentions, but theres also no possible way to guarantee it wont happen. The plan will be implemented with the input of many local municipalities and the state, which means any number of outcomes are possible."
10920,9638,7504.json,true,More than 80 percent of Americans believe we need to have universal background checks.,guns,nan-orrock,,Georgia,democrat,1.0,0.0,0.0,0.0,0.0,a speech,"Warner said Trump has ""bankrupt four separate businesses. ""The number, if anything, is conservative. But beyond the number, Warners statement also asserts that Trump was the cause of the bankruptcies, and thats harder to parse out. Theres no doubt he had a role in many of the failings, having larded his casino operations with huge debts. But analysts note that Trump wasnt acting alone; he had willing investors who put up big sums of money in the risky gaming industry. Theres also questions about how involved he was in running all of the casinos that bore his name."
10925,9643,5668.json,true,More children die in agricultural jobs than in any other industry.,"children,labor",rashad-taylor,,Georgia,democrat,0.0,0.0,0.0,0.0,0.0,a speech,"Obama said that due to the health care law, Arkansas ""has covered almost 14 percent of its uninsured already. ""That number is very close, if not spot on. But it's a case study that has limited application for the rest of the country, because of the state's unique approach to Medicaid. Many of the state's uninsured still have to get coverage from the troubled healthcare. gov website."
10950,9668,499.json,true,"Ten years ago, John McCain offered a bill that said he would ban a candidate from paying registered lobbyists.",ethics,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"Tampa, Fla.","So where does that leave the Green Partys two-barreled statement?There is general agreement that the sales tax is more of a burden on lower-income people than people with higher incomes, businesses and nonprofit institutions."
10954,9672,6216.json,true,Says tenure still exists but its been overhauled for teachers in New Jersey.,education,stephen-sweeney,State Senator,,democrat,1.0,2.0,3.0,1.0,0.0,an interview on WNYC’s The Brian Lehrer Show,
10975,9693,1277.json,true,"A request for ""an increase in troops sat on desks in this White House (during the presidency of George W. Bush), including the vice president's, for more than eight months, a resource request filled by President Obama in March.""","afghanistan,foreign-policy,military",robert-gibbs,Former White House Press Secretary,,democrat,1.0,1.0,0.0,1.0,0.0,the daily White House press conference,"Getting back to our statement, the organization Save Flexible Spending Plans said the Senate Finance Committee ""would drastically restrict the use of flexible spending accounts (FSAs) in order to help pay for health care reform. ""Yes, it would restrict them, but even Save Flexible Spending Plans says the new restriction would affect only ""one in five"" beneficiaries. So this means by the group's own accounting that 80 percent of the people with FSAs would not be affected."
10982,9700,3382.json,true,Hitler didnt want unions. Stalin didnt want unions. Mubarak didnt want independent unions. These autocrats in history dont want independent unions.,"jobs,labor,message-machine",sherrod-brown,U.S. Senator,Ohio,democrat,3.0,4.0,5.0,8.0,1.0,a speech in the Senate,"Hammond said ""if current trends continue, by 2040, one out of three Texas workers will not have a high school diploma. ""Murdocks projection is that all factors staying the same, about 30 percent of workers will lack a high school diploma."
11020,9738,4713.json,true,"Under a law proposed by Wisconsin Gov. Scott Walker, businesses that move into Wisconsin dont have to pay any taxes on their income for two years.","jobs,taxes",mahlon-mitchell,,,democrat,0.0,0.0,0.0,1.0,0.0,remarks,"He noted that more than 65 percent of the aquatic invasive species which got into the Great Lakes since the St.  Lawrence Seaways 1959 opening arrived in ballast water. ""One must only look at how one single invaderthe zebra musselentered the Great Lakes through ballast water and disrupted the Lakes from top to bottom to understand that we need a zero tolerance policy toward new invaders,"" Lubetkin said. ""The people, communities and businesses that have picked up the tab for the biological pollution dumped into the Great Lakes deserve a solution that offers the strongest water quality protections to protect our Lakes, jobs, health and quality of life. ""Although invasive species are a serious problem in the Great Lakes, LaTourette does have research to back his assertion that they havent been spreading through ballast water."
11052,9770,3131.json,true,Were borrowing 40 cents of every dollar we spend.,"federal-budget,abc-news-week",kent-conrad,U.S. Senator,North Dakota,democrat,0.0,0.0,0.0,1.0,0.0,"an interview on ""This Week with Christiane Amanpour.""","Theres a hint of mischief in the ads language in that it can be heard to mean that Burke was so incompetent she gave money to a firm with zero interest in a Wisconsin operation. That idea is off base. And HUD officials found that even seven years later, no specific use for the land was proposed."
11053,9771,7119.json,true,Says Delta Air Lines has once again broken a promise they made to me and to the people of Memphis.,"government-regulation,market-regulation",steve-cohen,U.S. Representative,Tennessee,democrat,0.0,0.0,1.0,0.0,1.0,a press release.,"Adkins said, ""There is great disparity, tremendous disparity, in the (capital) funding on a per-student basis between our traditional public schools and our charter public schools. ""While charter schools do get a larger per-student share of one kind of state capital funding, traditional schools can bring in much more by taking advantage of school board levies and other sources that charters cant access. There are many fine details that can get lost in discussions about the subject. But we found that currently, traditional schools potentially can get six times the capital funding per pupil than charter schools can. The statement is accurate but needs clarification or additional information."
11059,9777,13254.json,true,Refugees are subject to more rigorous screening than the average tourist in the U.S.,"foreign-policy,homeland-security,immigration,terrorism",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech to the Leader's Summit on Refugees,"PolitiFact Georgia had one more question. Why would Lindsey would want to work in a place where his colleagues are so widely despised? ""Ive seen just about every zombie show and, so far, the humans win,"" Lindsey explained with a hearty laugh. We have no reason to question the PPPs accuracy on this topic."
11099,9817,1256.json,true,"A report by the health insurance industry ""ignores some of the key policies that are part of the Senate Finance Committee bill.""",health-care,nancy-ann-deparle,White House Office of Health Reform Director,,democrat,0.0,0.0,0.0,0.0,0.0,"an interview on ""The NewsHour""","But, they also estimated $39 billion in department outlays, and records show they ended up spending $32. 5 billion. Doubled, both of those numbers exceed the Sandy spending, meaning on this part, Ayotte is off target. Ayotte said she was referring to budget authority figures, and she's right on that count. By other measures, she's either very close or not accurate."
11124,9842,7031.json,true,"The truth is David Cicilline voted for tougher laws against child abusers, domestic abusers and abusers of the elderly.","children,crime,message-machine-2012,voting-record",david-cicilline,mayor of Providence,Rhode Island,democrat,7.0,4.0,5.0,4.0,1.0,a TV ad,"Jack Reed repeatedly said that the Senate proposal to restore expanded unemployment benefits ""is fully paid for. ""He didn't say it would be paid for in the future. He made it sound like it HAD been paid for, presumably through immediate savings or new taxes. You can't say ""my house is paid for"" when you've just taken out a 10-year loan from the bank to pay off your mortgage. If the unemployment insurance extension had passed, Congress wouldn't have given up the flat screen TV to pay for roof repairs. It would have bought both, and done it with a cash advance on a credit card that is already maxed beyond the ability to pay. Reed's statement may be technically accurate in the world of Washington budgeting."
11129,9847,7.json,true,"Corporate profits are up, CEO pay is up, but average wages of Americans are flat.",economy,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"Washington, DC","Cantor said Powell ""has a stated position of having no objection to taking `In God We Trust off of U. S. As proof, Cantor offers Powells comments in a question-and-answer session held on a social media website. Powell acknowledges answering queries on the website for about two hours early this year this year with the help of a campaign worker. He says the question about the national motto came up after he left and the aide, exceeding her authority, wrote a response that he renounces and was unaware of until we contacted him last week. Powell takes responsibility for not keeping a closer eye on things."
11135,9853,3341.json,true,Says the Army is spending $7 million to sponsor a NASCAR team.,"federal-budget,military",betty-mccollum,U.S. Representative,Minnesota,democrat,0.0,0.0,0.0,0.0,0.0,"press release, Rep. Betty McCollum",Drug abuse by parents is the second most prevalent reason for a parent losing custody of a child to foster care services.
11207,9925,581.json,true,McCain has switched to Obama's position on more troops to Afghanistan.,foreign-policy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,an e-mail from Obama spokesman Bill Burton to reporters,Obama said up to half of all Americans have a pre-existing condition. A government study put the range at 19 percent to 50 percent. Most other studies suggest the percentage is less than 50 percent.
11225,9943,5778.json,true,"In the past three years, weve added enough new oil and gas pipeline to circle the Earth and then some.","climate-change,energy,gas-prices",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a Rose Garden speech,"(If you want to avoid registration altogether, the state offers two upcoming license-free saltwater fishing days on Oct.  12 and Nov. Scott may have said he wants to get rid of the requirement, but his press office said there are no plans to formally propose a repeal. As for his statement about needing a license to fish on the beach, we found nothing fishy about it."
11227,9945,182.json,true,"Three out of the 18 benchmarks of the (GAO) have been fulfilled. Even among Republican math, that is a failing grade.",iraq,bill-richardson,Governor,New Mexico,democrat,1.0,2.0,3.0,8.0,1.0,"Las Vegas, Nev.","Paul said, ""The president won the youth vote three to one, but his numbers have dropped 20, 30 percent among the youth. ""Obama won the youth vote in both elections, but the ratios were smaller than 2 to1, so Pauls math is off. Approval ratings among young voters have indeed dropped since 2009, by as much as Paul said or more when we consider percent change. Overall, its clear that Obama is falling in favorability with young voters."
11229,9947,11580.json,true,"When President Barack Obama said ISIS, or ISIL, was contained, he was responding very specifically to the geographic expansion of ISIL in Iraq and Syria.",terrorism,ben-rhodes,Deputy national security adviser,,democrat,0.0,0.0,0.0,0.0,0.0,"comments on ABC's ""This Week""","On the support of Hillary Clintons plan in 1993, Barrett was a co-sponsor, and some experts say it went further than Obamas plan. But it still would have retained a private-insurance based system. It didnt amount to a takeover either. Can we light two matches"
11247,9965,3113.json,true,Two years after the worst recession most of us have ever known ... corporate profits are up.,"corporations,economy",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,the State of the Union address,"They jump up to over $4,000 for a single parent making $30,000, Peacock said. So, Hansens specific example is significantly off the mark -- and thats especially problematic because hes talking about the worst-case scenario to begin with. Our rating Hansen sought to highlight the biggest impact on a group of poor people when he said the Republican move will have the effect of ""forcing people earning as little as $12,000 to buy private health insurance that could cost them as much as $4,000 per year. ""But Hansen errs in the example and significantly overstates the effect."
11256,9974,6277.json,true,"Says Mitt Romney had millions in the Cayman Islands, a tax haven.","message-machine-2012,taxes",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a TV ad,"How many benchmarks the Iraqi government has actually met depends on whom you ask. The GAO, the investigative arm of Congress, determined three targets had been met and four were partially met. An analysis released by the White House shortly after the GAO report concluded nine of 18 goals had been met. We'll skip the debate over how much progress has been made in Iraq."
11267,9985,1281.json,true,"A fairly limited number of people, 25 million to 30 million, will be allowed to access a national health insurance exchange.",health-care,claire-mccaskill,U.S. Senator,Missouri,democrat,1.0,1.0,0.0,0.0,0.0,"an interview on ""This Week with George Stephanopolous.""","Scherr said more women live in poverty in Texas than almost anywhere else. In raw numbers, California in 2012 had the most women in poverty followed by Texas. But poverty rate is a more reasonable yardstick to compare states. The rounded Texas rate--indicating about 18 percent of its women aged 18-64 lived in poverty in 2012--tied the state for fifth with some other states. Breaking out each state's rate to tenths of percentage points, though, shows 14 states with a greater share of women in poverty than Texas."
11278,9996,6907.json,true,Theres not one Democrat who endorses the Romney-Ryan Medicare plan.,"bipartisanship,debates,medicare",joe-biden,U.S. senator,Delaware,democrat,11.0,10.0,21.0,16.0,4.0,"a debate in Danville, Ky.","Our rating In a campaign ad, Johnson said Feingold ""supported judges who voted to deny your individual Second Amendment right. ""Feingold did vote to appoint judges who, after being confirmed, disagreed that the Second Amendment provides for an individual right to possess a gun. But Johnson failed to mention in the ad that Feingold also voted to appoint judges who have issued rulings strengthening gun rights. And Feingold has stated clearly he supports an individuals right to own a gun."
11284,10002,8735.json,true,Nearly 40 percent of his McAllen-area constituents suffer from obesity.,"poverty,public-health",eddie-lucio-jr,Advertising executive,Texas,democrat,0.0,0.0,1.0,1.0,0.0,remarks at Southern Obesity Summit,"The Web video by the group Special Operations OPSEC says ""Days after the (Osama bin Laden) raid, Hollywood was invited into the White House so that they could receive a briefing"" that revealed intelligence sources and methods."
11293,10011,5353.json,true,We arent the only state cutting back on public television.,"education,state-budget",richard-licht,state director of administration in Rhode Island,Rhode Island,democrat,0.0,0.0,0.0,0.0,0.0,a television interview,"The programs did have significant problems, some acknowledged by Burke at the time. And the 40 percent figure is accurately drawn from the Journal Sentinel series that sampled the job-creation progress for 25 companies. That fact puts some of the blame on Burkes predecessors."
11305,10023,7912.json,true,Some of these members of the House of Representatives get hundreds of thousands of dollars in farm subsidies but want to cut food stamps.,"agriculture,federal-budget,poverty,welfare",sherrod-brown,U.S. Senator,Ohio,democrat,3.0,4.0,5.0,8.0,1.0,a conference call with reporters,"This ad is vague and confusing. Scott hasnt teamed up with Ponzi schemer Rothstein -- he was arrested in December 2009 and Scott entered his first race for governor in April 2010. The only kind of teaming up that happened is that the Republican Party of Florida made a TV ad attacking Crist for his connections to Rothstein in anad that PolitiFact Florida ratedHalf True. When Scott announced his first campaign in April 2010, Rothstein had already been arrested and was awaiting sentencing."
11331,10049,216.json,true,A ham and cheese sandwich on one slice of bread is the responsibility of the USDA ... But a ham and cheese sandwich on two slices of bread is the responsibility of the Food and Drug Administration.,"consumer-safety,market-regulation",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"a speech in Shenandoah, Iowa","James Aubin wrote that ""Colorado raked in $60 million in marijuana taxes and licensing fees in the past year "". Documents we reviewed from the Colorado Department of Revenue showed that total marijuana revenue from taxes and fees was about $60 million between Jan.  1 through Oct.  31, 2014. Of course, this figure tells only part of the story about Colorados legalization of marijuana. There are also costs, including administrative expenses and societal costs yet to be determined. But those are beyond the scope of this fact-check."
11373,10091,8071.json,true,Says our deficits are falling at the fastest rate in 60 years.,deficit,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech at Knox College in Illinois,"Scott for Florida tweeted, ""Governor Scott Cut Taxes 40 Times For Florida Families,"" highlighting a list that actually contained 41 items. These tax cuts range from credits to exemptions to changing rates and penalties. The list focuses heavily on businesses, and like his original 24 cuts, is full of caveats. Some are counted more than once, some are only changes to scheduled increases. This years legislative session added a few more measures aimed at consumers, but businesses still benefit from much of it."
11410,10128,6166.json,true,"As Massachusetts governor, Mitt Romney used a line-item veto to cut millions of dollars for firefighting equipment, including firefighters coats, pants, helmets and boots.","candidates-biography,labor,public-safety,state-budget,unions,workers",mahlon-mitchell,,,democrat,0.0,0.0,0.0,1.0,0.0,a news release,"They won't list every case in which they support banning abortions, because they support banning abortions in all cases. ""It's clear that groups supporting Benacquisto have firm stands against abortion, but they're not spelled out precisely. What is clear, though, is that the groups don't offer up any exceptions. So we don't expectRader's campaign to find any."
11448,10166,4407.json,true,The Republican-controlled Wisconsin Assembly approved only one out of 376 amendments offered by Assembly Democrats in 2011.,bipartisanship,brett-hulsey,,,democrat,1.0,3.0,0.0,0.0,0.0,an opinion column,"There are two main ways to make this calculation, and they lead to opposite conclusions."
11451,10169,10945.json,true,The top25 hedge fund managers (are) making more than all of Americas kindergarten teachers combined.,"education,income,wealth",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a campaign rally speech,"Various chain emails over the past seven years have warned readers about the possibility of Homeland Security seizing items like gold, silver and guns from their safe deposit boxes at the bank. Thisisnt possible without first obtaining a search warrant, since those boxes are private property. And banking officials told us random seizures just arent happening."
11468,10186,13460.json,true,Texas spends more per day to house an inmate than we do on a student.,"crime,criminal-justice,education,state-budget,state-finances,states",jennie-lou-leeder,Head swim coach,Texas,democrat,0.0,0.0,0.0,0.0,0.0,an interview with the Austin American-Statesman,"Trump said, ""I never once asked that (Megyn Kelly) be removed"" as a debate moderator. This statement greatly downplays Trumps comments ahead of the debate, even if his absence really had more to do with a mocking Fox News release in the end. Trump mused about skipping the debate because of Kelly for a couple days before that news release. He went so far as to say Kelly ""should not be allowed"" to moderate, that she ""should recuse herself,"" and she ""shouldnt be in the debate."
11476,10194,9841.json,true,Wisconsins dead last in Midwest job growth.,"economy,job-accomplishments,jobs,message-machine-2014",mary-burke,Madison school board member,Wisconsin,democrat,5.0,5.0,11.0,8.0,3.0,a campaign TV ad,"Trump said, ""While Hillary Clinton plans a massive, and I mean massive, tax increase, I have proposed the largest tax reduction of any candidate who has run for president this year, Democrat or Republican. ""Clinton is indeed proposing a tax increase, though it can be described as ""massive"" for only the richest Americans. Meanwhile, Trump is correct that his tax cuts were the biggest of any 2016 candidate."
11477,10195,3321.json,true,The law has not established whether Rhode Island public employees have property rights to their pensions.,"legal-issues,pensions,public-service,state-budget",gina-raimondo,venture capital company founder,Rhode Island,democrat,2.0,1.0,2.0,5.0,1.0,a radio interview,"It shows there were a total of 331 yes votes by Assembly Democrats on the bills. That means, on average, 7. 5 of the 38 Democrats voted yes on each of the 44 bills. Our conclusion    Hulsey said the Republican-controlled state Assembly adopted only one of nearly 400 amendments offered by Democrats to bills that were adopted by the Assembly. Complete official data is not available, but GOP leaders dont dispute that only one Democratic amendment was approved."
11487,10205,133.json,true,"Nearly half of Hispanic voters in Arizona's last election supported four measures that were ""very tough on illegal immigration.""",iraq,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,,"While requiring a photo ID could be expensive and might affect or inconvenience between 220,000 and 400,000 Missourians, it wouldnt necessarily keep them from voting. Unlike past bills, the legislation currently proposed does address the cost of supplying supporting documentation necessary for obtaining photo ID, making it difficult to say it would financially ""keep people from voting. ""No one knows exactly how many Missourians would be affected by new photo ID requirements  but there is consensus that the number who would need new photo IDs is in the hundreds of thousands."
11492,10210,8119.json,true,"Since the Affordable Care Act passed, 90 percent of job growth has been in full-time positions.","economy,jobs,workers",alan-krueger,Chairman of the Council of Economic Advisers,"Washington, D.C.",democrat,0.0,0.0,0.0,0.0,0.0,an interview with Bloomberg television,"Whether you agree with his views or not, it's clear from the interview that he supports the project for substantive reasons that have little to do with keeping nuclear waste out of his home state. The ad makes McCain appear to support a simplistic ""not in my backyard"" argument, which distorts his views significantly."
11493,10211,1550.json,true,Debt has almost doubled in Austin under Gov. Perry.,economy,bill-white,Former mayor of Houston,Texas,democrat,2.0,3.0,5.0,7.0,3.0,a speech,"""When you do the math and think about how long the Democrats were in charge, I think its abundantly clear who has prioritized ethics,"" he said. Again, the Georgia GOP news release said ""rather than prioritize and pass ethics reform measures to restore trust in state government, (Democrats) sat on their hands and did nothing"" when they were the majority in state government. A search back as recently as the 1980s clearly shows there were bills passed aimed at improving ethics in Georgia while Democrats were in charge."
11529,8,12849.json,true,Donald Trump is against marriage equality. He wants to go back.,"gays-and-lesbians,marriage",sean-patrick-maloney,Congressman for NY-18,New York,democrat,0.0,0.0,0.0,0.0,0.0,a speech at the Democratic National Convention,"Speaking at the Democratic National Convention, Maloney said Trump is ""against marriage equality"" and ""wants to go back"" on the Supreme Courts same-sex marriage decision. Trump has consistently opposed same-sex marriage in interviews since 2000. He also said he would consider appointing justices to the Supreme Court who would favor reversing the decision and leave the issue of same-sex marriage to the states."
11539,18,73.json,true,"Each year, 18,000 people die in America because they don't have health care.",health-care,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"a speech in Des Moines, Iowa.","It was granted a charter by Congress in 1863 and has a mandate to advise the federal government on scientific and technical matters. The report found that people without health care coverage:     received less frequent or no use of cancer screening tests;     received inconsistent care for the management of chronic disease;     received fewer diagnostic and treatment services for trauma or heart attacks, and had an increased risk of death when in the hospital. The report concluded that ""excess deaths among uninsured adults ages 2564, based on a 25 percent higher mortality risk, can be estimated to be in the range of 18,000 each year. ""The report was independently reviewed."
11555,34,12381.json,true,The United States has a low voter turnout rate.,elections,mamie-locke,State senator,Virginia,democrat,0.0,0.0,0.0,0.0,0.0,an interview.,"Locke said ""The United States has a low voter turnout rate. ""She based her statement on a Pew study that shows the U. S.  ranks 31st among 34 OECD nations in the percentage of age-eligible people who cast ballots in recent national elections. Wider data, compiled by the International Institute for Democracy and Electoral Assistance, ranks the U. S.  73rd among 109 nations and territories."
11559,38,4513.json,true,"The Fed created $1.2 trillion out of nothing, gave it to banks, and some of them foreign banks, so that they could stabilize their operations.","economy,financial-regulation",dennis-kucinich,U.S. representative,Ohio,democrat,1.0,3.0,4.0,6.0,0.0,a television interview,"Two of the several foreign banks getting help were Royal Bank of Scotland Plc at $84. 5 billion and UBS AG of Switzerland at $77. 2 billion. The Federal Reserve treats foreign banks operating in the United States the same as U. S.  banks because they are all part of the same financial system. On a side note, even some companies, including General Electric, received emergency cash. So while Kucinichs comment that ""the Fed created $1. 2 trillion out of nothing, gave it to banks and some of them foreign banks so that they could stabilize their operations"" is a bit flip, maybe even pejorative, he was essentially correct in describing the unique money-creating capabilities of the Federal Reserve and how it was used."
11589,68,267.json,true,"As secretary of the Department of Energy under former President Bill Clinton, ""I created reserves of home heating oil.""",energy,bill-richardson,Governor,New Mexico,democrat,1.0,2.0,3.0,8.0,1.0,"a debate in Manchester, N.H.","None came close to today's price. Did that reserve lower prices?That's unclear, since the reserve remains today, even though  as Richardson himself points out  heating oil prices in New Hampshire are ""the highest ever."
11590,69,4272.json,true,Twenty-five states have lower unemployment than Texas which is tied with Mississippi for more minimum-wage jobs than anywhere in the United States.,"job-accomplishments,jobs",lloyd-doggett,Texas congressman in the U.S. Houst of Representatives,Texas,democrat,1.0,0.0,2.0,7.0,0.0,an interview with ABC TV.,"Washington, which has a state minimum wage rate higher than the federal rate, had the lowest share of hourly workers paid at or below minimum wage, 1. 1 percent. In sheer numbers, Texas had 268,000 hourly workers earning minimum wage and 282,000 paid below the minimum wage, the bureau says, the most of any state by a wide margin. Almost 13 percent of the nations hourly workers paid at or below the minimum wage were in Texas, the second most-populous state with more than 25 million residents, or about 8 percent of the nations population, according to the U. S.  Census Bureau. Mississippi, with almost 3 million residents, had 34,000 and 29,000 hourly workers, respectively, earning the minimum wage or less."
11603,82,2072.json,true,Providence has the lowest crime rate in three decades.,"crime,job-accomplishments",david-cicilline,mayor of Providence,Rhode Island,democrat,7.0,4.0,5.0,4.0,1.0,a debate,"For example, Cicilline is talking about the crime rate when the number his administration is using is the total number of crime reports, which is different. But when we looked closely, we found that those issues didn't actually affect the conclusion. For a discussion of those factors, CLICK HERE."
11615,94,6370.json,true,Says Milken Institute rated San Antonio as nations top-performing local economy.,economy,julian-castro,"Mayor, San Antonio",Texas,democrat,0.0,0.0,3.0,3.0,0.0,his speech at the Texas Democratic Party State Convention in Houston,"San Antonio hasnt just been holding steady in the economic downturn; its been gaining ground, even compared to other Texas cities."
11621,100,934.json,true,Putting three Republicans in my Cabinet...is unprecedented.,history,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a news conference,"It'd be one thing if Obama had appointed the Republican leader of the Senate to a high-level Cabinet position. That might move things toward some sort of reconciliation government, he said. ""But governing is way more sophisticated than these symbolic gestures. ""Whatever you make of the appointments, Obama is on solid ground when he said his three Republican Cabinet appointments were unprecedented."
11624,103,2679.json,true,"I am very proud, as governor of Florida, that we signed the first divestment act, as it relates to Iran, divesting any investments in companies that would invest in Iran.","florida,foreign-policy",charlie-crist,,Florida,democrat,15.0,9.0,20.0,19.0,2.0,a U.S. Senate debate on CNN’s “State of the Union.”,"Arnold Schwarzenegger signed a related bill, prohibiting the states pension funds from investing in companies doing business in Iran. He said Florida signed the first divestment act concerning companies doing business with Iran. Media reports and official pronouncements support Crists story."
11625,104,8929.json,true,"As a result of climate change, ice fishermen in Wisconsin are already noticing fewer days they can be out on our ice covered lakes.","climate-change,environment",mark-pocan,"State Assembly member, 78th District",Wisconsin,democrat,1.0,2.0,2.0,3.0,0.0,a speech,Not what is going to happen this year. Our rating Its been a longer and colder winter than in recent years. But that doesnt erase a trend thats been well-established. The number of days that the lakes have ice on them -- making them safe for ice fishing -- has declined.
11635,114,3228.json,true,Orrin Hatch co-sponsored a 1993 health care bill that had an individual mandate.,"health-care,pundits",cenk-uygur,,,democrat,0.0,0.0,0.0,0.0,0.0,MSNBC Live,"Durenberger said that it was Republicans who had changed in the years since 1993, backing away from policies on health care they once supported. Uygur asked, ""Did you know that Hatch co-sponsored the 1993 bill that had an individual mandate? ""We didn't, but we checked the record. Hatch was the co-sponsor of a Republican-backed bill that included an individual mandate."
11664,143,4780.json,true,Ronald Reagan raised the national debt 18 times.,deficit,jim-webb,writer,Virginia,democrat,1.0,0.0,1.0,5.0,0.0,a TV interview.,"Kogan, a former senior adviser to the Office of Management and Budget, said its a semantic question as to whether the July, 1987 should be considered its own increase, but added he personally would consider it a second debt ceiling hike. Our ruling:    Webb said Reagan signed off 18 times on increasing the national debt. Figures from the Office of Management and Budget do show 18 laws were signed to increase the debt limit during Reagans eight years in office. A semantic argument can be made that the actual debt limit was raised only 17 times during the Reagan administration, but we dont think its worth the haggle."
