,index,statement_id,label,statement,subject,speaker,speaker_job_title,state_info,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,extracted_justification
10312,9030,1837.json,true,"The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that.","afghanistan,foreign-policy,military,abc-news-week",colin-powell,,,republican,0.0,0.0,1.0,0.0,0.0,"an interview on ABC News' ""This Week""",The Democratic committee said Perry doesnt think there should be a federal minimum wage.
10356,9074,1500.json,true,"In the stimulus, ""$15 million dollars went to 'build a bigger, better airport' for the town of Ouzinkie, Alaska, population 165.""",stimulus,john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a press release,"Bike Austin said: ""Bike lanes and sidewalks have been proven to reduce crashes by up to 38 percent on Austins streets. ""Research suggests big drops in pedestrian-vehicle accidents when sidewalks are introduced. But Bike Austin didnt offer nor did we find research showing the addition of bike lanes in themselves or bike lanes plus sidewalks resulted in anypercentage plummet in crashes. Instead, the city analysisstates that reconfiguring lanes on part of one road, which also gainedbike lanes, preceded 38 percent fewercrashes--with crashreductions averaging 29 percent among five road-diet projects."
10363,9081,11072.json,true,"In New Orleans, nearly100 percent of our kids are in charter schools.","education,natural-disasters",bobby-jindal,Governor of Louisiana,Louisiana,republican,0.0,1.0,4.0,4.0,0.0,"comments on ""Fox News Sunday""","We think its more than a matter of misconstruing meaning. For nearly two years, the Oregon Lottery has been running a disingenuous ad campaign that tries to paint playing the Lottery as giving back to schools, parks and other economic development projects. Yes, a piece of the revenue goes there -- but not 97 cents of every dollar played. We think a state agency that deals with money in billions -- and spends nearly $13 million a year on advertising, market research and public information -- should know better."
10370,9088,312.json,true,We have more coal reserves in the United States than they have oil reserves in Saudi Arabia.,energy,rudy-giuliani,Attorney,New York,republican,9.0,11.0,10.0,7.0,3.0,Boca Raton.,"NARAL Pro-Choice Virginia says ""one in three American women will have had an abortion by the time she reaches the age of 45. ""Thats roughly the estimate the Guttmacher Institute made five years ago based on 2008 data. Guttmacher said its estimate would stay solid as long the nations abortion rate in 2008 remained constant. The abortion rate has dropped, however, and that draws into question whether the percentage of women who will undergo the procedure at least once also has gone down. The answer is unknown; research has not been updated."
10373,9091,8312.json,true,Mental health provisions related to mass shootings got over 90 votes in the Senate.,"guns,health-care",kelly-ayotte,U.S. Senator,New Hampshire,republican,2.0,1.0,1.0,4.0,0.0,"an interview with CNN's ""The Lead with Jake Tapper""",The press release from Fulton County Health and Wellness promoting the week of testing for HIV states that almost 40 percent of people with the virus are not diagnosed until they already have developed AIDS. And that can be up to 10 years after they first are infected. That specific statistic reportedly came from a national organization that is no longer in operation and appears high compared to the 24 percent figure reported t by the state and CDC. But that still supports the health departments overarching point about the need for early testing and treatment.
10393,9111,6471.json,true,Florida has more concealed weapons permits than any other state.,guns,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a Fox News interview,"Obama said that ""the steel industry is producing as much steel in the United States as it ever was. Its just it needs one-tenth of the workers that it used to. ""In reality, production is down by more than one-third from its historical peak in 1973, and the employment picture -- while still severely shrunken -- is down to about one-fifth of its 1950s level, rather than one-tenth."
10419,9137,2702.json,true,Your tellers were paid kickbacks for directing elderly consumers from ... safe deposits to risky ones.,"candidates-biography,ethics,financial-regulation,legal-issues",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a CNN/St. Petersburg Times debate.,"Carter said about 40 percent of U. S.  illegal immigrants ""came in on an airplane, with a legal visa, and just overstayed their visa and have never gone home. ""That percentage aligns with an oft-repeated estimate, supported by a 2006 report by the Pew Hispanic Center, of the share of unauthorized residents who have overstayed visas. Many presumably arrived by plane, though we found no such breakdown. And the percentage could be off--too high or even too low. Homeland Securitys chief testified that 40 percent might be too high, while another expert told us there may now be more visitors who overstay. A precise up-to-date calculation doesn't seem to exist."
10423,9141,2256.json,true,Says Barack Obama didnt keep his promise to have an immigration bill in his first year.,immigration,jerry-patterson,state land commissioner,Texas,republican,1.0,1.0,1.0,3.0,0.0,a speech,"Carson said Clinton told her daughter and a government official that Benghazi ""was a terrorist attack, and then tells everybody else that it was a video. ""But hes oversimplifying multiple statements from Clinton during the month of the attacks. He has a point that Clinton told her daughter that terrorists attacked in Benghazi, and she told the Libyan president that a terrorist group had taken responsibility. But those were private comments made hours after the attack. Carson misleads when he said that she told everybody else that it was a video. On the day after the attack, she told the Egyptian prime minister it had nothing to do with the film. At other times, Clinton talked about the video but didnt say it caused the attacks. At other times, she blamed the video more broadly for protests in various places. A family member of a victim said Clinton blamed the video for his sons death, but we didnt find that same sentiment expressed in any of her public comments. Carson is oversimplifying and distorting Clintons comments to portray a complex situation in the worst possible light."
10446,9164,6384.json,true,"Tim Kaine, as governor, proposed tax increases on people earning as little as $17,000.","state-budget,taxes",george-allen,consultant,Virginia,republican,2.0,8.0,3.0,4.0,1.0,a debate.,"Though Feingold cast tax-related votes that many times, more than half of those came on non-binding resolutions that took a position in favor of raising taxes but did not raise taxes by themselves. Experts say thats a big difference. And it doesnt acknowledge the nuanced nature of the votes themselves or that many votes came on elements of the same legislation."
10460,9178,5255.json,true,Says Ohio has 77 job training programs spread across 13 state agencies.,"economy,jobs",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,an interview with The Plain Dealer,"In speeches and videos, the Romney campaign has repeatedly distorted Obama's words. By plucking two sentences out of context, Romney twists the president's remarks and ignores their real meaning. The preceding sentences make clear that Obama was talking about the importance of government-provided infrastructure and education to the success of private businesses. Romney also conveniently ignores Obama's clear summary of his message, that ""the point is . . . that when we succeed, we succeed because of our individual initiative, but also because we do things together."
10463,9181,8748.json,true,Members of the military dont contribute toward their pension.,"deficit,federal-budget,military,pensions,retirement",paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,an interview,"Fulcher said that ""Idaho was the only Republican-led state in the nation that chose to partner with President Obama"" by creating a state-based marketplace under the Affordable Care Act. While most states with a Republican governor did refuse to create their own state-run marketplace, Idaho was not the only one. Four other states with Republican governors also created a marketplace that was either fully state-run or was a partnership between the federal government and the state. UPDATE, May 19, 2014, 4:00 p. m. : After our story appeared, the Fulcher campaign responded that they had used a different standard than we did to define the term ""Republican-led state. ""We interpreted it to mean a state with a Republican governor. The campaign, however, says it was only counting states that had all of the following: a Republican governor, a completely Republican-controlled legislature, and support for Republican presidential nominee Mitt Romney in 2012. Using that standard would indeed, make the statement correct. However, we dont think a listener would find that to be the most obvious interpretation of ""Republican-led state."
10500,9218,12104.json,true,"According to the Centers for Disease Control and Prevention (CDC), about 120 Americans on average die from a drug overdose every day. Overall, drug overdose deaths now outnumber deaths from firearms.","drugs,guns,health-care,public-health",joe-pitts,Congressman,Pennsylvania,republican,0.0,0.0,1.0,1.0,0.0,a Medium post,"Biden said Obama administration policies ""have reduced minority dropout rate by 25 percent. ""Hes very close on the numbers, and the administration can take some credit for the decline. But a lot of other factors likely played a role, from Bush-era policies to state-level action to larger forces such as the weak economy, falling teen birth rates and rising preschool enrollment."
10551,9269,6268.json,true,Federal regulations required the changes to Georgias drivers license renewal process.,"homeland-security,market-regulation",david-ralston,,Georgia,republican,1.0,1.0,0.0,1.0,0.0,an article,"And its fair to dispute whether this is a good way to measure Obamas economic record. Also, Cain could have been more clear. He should have emphasized that he meant that there would be 14 million more jobs if this recession were more typical of the most severe postwar recessions, rather than postwar recessions in general. That said, Cains calculation that we would have 14 million jobs was within reason, if a bit high."
10558,9276,5226.json,true,There are 86 languages spoken at Miami Dade College.,"diversity,education,immigration",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16.0,15.0,20.0,10.0,11.0,a debate,"Or some woman. . . that just gets diagnosed with Multiple Sclerosis. ""I dont mind doing it, OReilly said. Clintons point was that, to an extent, family health policy holders already are shouldering some of the burden for the uninsured. There may be some debate about whether the number is exactly $900 a year, as she stated, but several health policy experts agreed that shes at least close."
10575,9293,6930.json,true,Sherrod Brown failed to pay his own taxes three separate times.,"message-machine-2012,taxes",josh-mandel,Ohio treasurer,Ohio,republican,4.0,5.0,4.0,5.0,6.0,a campaign commercial,"""I am not aware of any pending free-standing legislation on this, but I do know that Congress will revisit the topic when it gets back,"" said Bill Wicker, a spokesman for Bingaman. Ultimately, Obama was correct on everything he said about the law -- the 30-day limit, the difficulties of conducting a full study in that time frame, and the frequent waivers. But we're marking him down slightly for implying that the 30-day limit tied the administration's hands. If the administration had wanted to change MMS procedures short of rewriting the law, it could have done so by proposing more stringent requirements for the other environmental assessments undertaken during the permitting process, which are not time-limited under the law. And it could have pushed earlier to rewrite the law."
10590,9308,12632.json,true,The United States is the oldest democracy in the world.,history,paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,a TV interview,"The numbers in the Occupied Wall Street Journal rely on the broadest definitions of economic deprivation in America, but they are at odds with official government statistical definitions. While the number for the uninsured is essentially correct, the indicators for unemployment and poverty refer to broader, alternative measures that have some usefulness in policy discussions but that arent accurately described by the terminology in the article."
10607,9325,7391.json,true,Ohio companies export more goods and services globally than 41 other states.,"health-care,income,labor,public-health,workers",keith-faber,State senator,Ohio,republican,0.0,0.0,1.0,0.0,0.0,a news conference,"Buckley said ""Two-thirds of Granite Staters oppose the Tea Party"" and its agenda on labor unions. But UNH polls show the opposition to the tea party is about 35 percent, about half as much as Buckley says. And while New Hampshire voters support the right to form unions and negotiate, the polls Democrats cite dont ask about the also contentious issue of compulsory union dues."
10632,9350,7207.json,true,"Connecticut has the fifth toughest gun control laws in the country, including an assault weapons ban that bans 35 different weapons.",guns,jack-kingston,U.S. Representative,Georgia,republican,3.0,1.0,4.0,3.0,0.0,,"The story  was that he was holding two pairs, aces and eights  hence the term ""dead man's hand"" still used today. The relation to ""Wild Bill"" Hickok is way cooler than the revelations earlier this year that Obama is distantly related to none other than vice president Dick Cheney. Undoubtedly, Obama took a lot of ribbing over that. Maybe those jokesters ought to sleep with one eye open because Obama's ""family legend"" is correct."
10652,9370,7409.json,true,There are 3 million jobs that go vacant each month in this country.,jobs,dave-joyce,Member of Congress,Ohio,republican,0.0,0.0,0.0,0.0,0.0,a radio interview,"We cant read the Iranians minds, but seven scholars of the period told us that Reagans foreign policy approach was either a minor factor in the release of the hostages or not a factor at all. The fact that the deal was negotiated entirely by the Carter administration, without involvement by Reagan or his transition team, seems to support the expert consensus."
10656,9374,320.json,true,"Romney used to favor gun control, and said he didn't want to go back to Reagan-Bush.",guns,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,an ad on the Internet,"""Republicans have voted en masse against every proposed change in favor of gay rights, and in most cases have blocked movement on this legislation. (One way to think about this: if every Democratic member of Congress had instead been a Libertarian in this session, we still would have had the same standstill outcome. )""Perhaps, but we're not testing which party would best advance an agenda in this article."
10661,9379,6292.json,true,"Over the last six months, President Barack Obama has golfed 10 times and held 106 fundraisers, but his jobs council has never met.","campaign-finance,economy,jobs,message-machine-2012,sports",republican-national-committee-republican,,,republican,6.0,6.0,11.0,5.0,2.0,a web video,"Our conclusion:    Kingston is right on this one. Connecticut consistently ranks high in lists of states with stringent gun laws, and literally ranked fifth in recent rankings by the Brady Campaign and the Law Center to Prevent Gun Violence. Furthermore, hes pretty close on the number of assault weapons banned in Connecticut law."
10678,9396,7972.json,true,Bob Barr has changed his position on the Defense of Marriage Act over the years.,marriage,ed-lindsey,State Representative,Georgia,republican,0.0,0.0,0.0,2.0,0.0,a news release,"The NRSC provided a list of five fundraisers that it says constitute fancy dinners. It's also worth noting that Kander, who is currently Missouri's secretary of state, has raised plenty of money from Missourians  more than his opponent."
10700,9418,1635.json,true,Just this week we received the news that for the first time Social Security is now paying out more in benefits than it's taking in. That was something that was supposed to happen in 2016.,social-security,marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,a U.S. Senate primary debate on FOX News Sunday,"Well, there have been a few arrests. Certainly the executives of Taylor, Bean & Whitaker who were arrested would qualify as ""corporate America. ""But Moore's larger point is correct -- there have been very few arrests among executives of firms the public would associate with causing the financial crisis. Obama implied in his recent remarks that it was because many of their actions weren't criminal."
10709,9427,215.json,true,"The oddest thing is he doesn't want to do for America what he did for Massachusetts. He did mandate health care for Massachusetts, which is HillaryCare, and he doesn't want to do that for America.",job-accomplishments,rudy-giuliani,Attorney,New York,republican,9.0,11.0,10.0,7.0,3.0,a Washington Post interview.,"Barrientos wrote, ""10 percent of the population lives in an area that receives 55 percent of the representation,"" citing the system in place since 1971. Young later specified that the area is four ZIP codes. Leaving out the implication that officials only advocate for their home neighborhoods, the 55 percent calculation is slightly off due to a double-counting of mayors. All told, it looks like 50 percent of Austins council members (including mayors) have come from those ZIPs over the past four decades. In 2010, the ZIPs were home to 11 percent of the citys population; in 2000, the ZIPs were home to 7 percent of the citys population, arguably reinforcing Barrientos point."
10757,9475,7889.json,true,Says Texas law requires state agencies to give preference to goods produced and grown in Texas.,"state-budget,state-finances",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a press release,"However, the DCCC ignores that Duffy took other votes in favor of increasing funding for veterans services -- just not as much as Democratic proposals would have offered. The bigger issue is that most of these votes came within elaborate games of tit-for-tat, in which each side offers proposals that they expect will fail, just to get lawmakers on the other side to take votes that look superficially bad. The reality of Duffys voting record is much more nuanced than the DCCCs cherry-picked account would suggest."
10788,9506,9469.json,true,A record number of immigrants not from Mexico are being apprehended at the border.,"crime,immigration",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,an interview on Fox & Friends,"Bloomberg said, ""New York is the safest big city in the nation, and our crime reductions have been steeper than any other big citys. ""Both the FBI and criminologists express concern about making this type of multi-city comparison, and other measures, such as violent crime, dont put New York at the No."
10818,9536,1554.json,true,"Texas has installed more wind power than any other state, and all but four countries.",energy,rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,a press release,"Curbelo said that Social Security and Medicare are ""a Ponzi scheme. ""A Ponzi scheme is by definition an illegal crime and an unsustainable set-up that crashes very quickly. Social Security and Medicare, which have been around for decades, are not criminal schemes. Both programs face the massive challenge of fewer workers paying for the benefits of current retirees, and budget experts say Congress could make changes to make them more sustainable in the future -- though many politicians are reluctant to gamble with the support of current senior voters. Curbelo raises a legitimate point about the need for reform, but thats entirely different than calling these programs ""Ponzi schemes."
10833,9551,10378.json,true,A private company building a natural gas pipeline into Florida is being forced to spend months under the review of six federal agencies.,"energy,government-regulation",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,his book ‘American Dreams’,"Veterans are faring better than U. S.  workers as a whole. In June, the unemployment rate for all workers stood at 8. 2 percent, according to the BLS. In conclusion, Bishop said in his speech before Congress that there were ""close to 900,000 unemployed veterans in America right now. ""This number is a bit lower than the yearly average and higher than the latest unemployment figures available at the time."
10844,9562,51.json,true,"Currently, we're at 36 percent of our children born out of wedlock.",families,sam-brownback,U.S. senator,Kansas,republican,1.0,1.0,0.0,0.0,0.0,"a debate in Durham, N.H.","""The point I was trying to make, and I still believe it's valid, is that the Soviet bloc collapse created a huge, one-time fall-off in emissions that makes the numbers look better than they otherwise would against the Kyoto targets,"" he wrote. With that point, we concur. Our experts tell us that it's widely understood that the fall of the Soviet Union meant major reductions in greenhouse gas emissions in Europe. But they also said that Robinson glosses over important points in his statement, including that many European Union countries have taken key steps to slow climate change."
10858,9576,4818.json,true,(Stimulus money) went to critically important projects like studying ants in Africa.,"message-machine-2012,stimulus",crossroads-gps,Conservative advocacy group,,republican,9.0,1.0,4.0,1.0,2.0,a TV ad,Nor did Sotomayor's panel or the district court ever suggest that the city ought to give preferential treatment to women and minorities.
10885,9603,11294.json,true,Im the only governor in America ... who signed a law that says there needs to be an independent investigation any time theres a death of someone in police custody.,criminal-justice,scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,"an interview on CNN's ""State of the Union""","Clinton said, ""Gary Johnson and the Libertarian Party want to get rid of the public school system. ""The Libertarian platform calls for a free market educational system that puts the responsibility on the parents. Johnson clearly wants to get the federal government out of the education business, but public schools are run by the states and local communities, and there Johnson is giving mixed signals about the degree to which he wants to fully privatize public education."
10911,9629,200.json,true,"In the African-American community today, 68 percent of kids born are born out of wedlock.",families,mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,"St. Petersburg, Fla.","Warner says women students on college campuses are more likely to be sexually assaulted than their peers who dont seek a higher education. He backs his statement by citing Department of Justice studies that make that same observation based on research from the 1980s and 90s. The researchers acknowledged shortcomings with their methodology and said their conclusions were ""suggestive. ""Warners statement ignores a credible and more current body of research that offered an opposite conclusion to his."
10937,9655,10331.json,true,My wife is going to be the first Hispanic first lady in the history of Texas.,"candidates-biography,history,women",greg-abbott,governor,Texas,republican,11.0,3.0,8.0,6.0,5.0,an interview on Meet the Press,"Cornyn was less accurate when he said that taxpayer money will provide BlackBerrys to smokers who kick the habit. First, the phones are part of a study  they're not a reward for quitting smoking, as Cornyn suggests. Plus, the phones are free, thanks to Sprint, which is trying to gin up business."
10953,9671,6696.json,true,"Says if current trends continue, by 2040, one out of three Texas workers will not have a high school diploma.","education,population",bill-hammond,"CEO, president, Texas Association of Business & Chambers of Commerce",Texas,republican,1.0,0.0,0.0,1.0,0.0,an opinion article in the Houston Chronicle.,"In 2005, Obama strongly condemned a proposed Senate rule change by the Republican majority. This week, with a Democratic majority, he supported it."
10962,9680,5398.json,true,Florida ranks 45th in the nation for tuition.,"education,state-budget",denise-grimsley,state representative,Florida,republican,0.0,0.0,0.0,0.0,0.0,a statement,"Lets return to the statement and the bottom line:    Lobbying to save funding for law enforcement in communities across the state, the Wisconsin Professional Police Association highlighted an upward surge (224 percent) in reported assaults against law enforcement officers since 2005. The statistics are on point, but while framing it as a statewide problem, the group didnt note the jump is really centered in the city of Milwaukee. In many other parts of the state, assaults are down. So, it needed some clarification."
10969,9687,3935.json,true,Then-Sen. Barack Obama refused to raise the debt ceiling because he said President Bush had failed in leadership.,"candidates-biography,federal-budget",michele-bachmann,Congresswoman,Minnesota,republican,8.0,22.0,6.0,4.0,16.0,a debate in New Hampshire,"But Gingrey went further than that. He said it is the ""largest tax"" increase in the nations history. PolitiFact ruled previously that Obamas health care bill is not the largest tax increase in U. S.  history."
10991,9709,4755.json,true,The problem with invasive species today in the Great Lakes isnt ballast water.,"environment,jobs,transportation",steve-latourette,Former U.S. representative from Ohio's 11th District,Ohio,republican,0.0,0.0,3.0,1.0,0.0,a speech in the House of Representatives,"Our ruling    For this fact-check, we're not looking at the case for or against college tuition increases. Instead, we wanted to see if Florida actually came in 45th in the nation for tuition costs, because we've heard that number cited so often. Using the most comprehensive survey of postsecondary education available, Florida does indeed rank 45th if you count the District of Columbia; otherwise, the state ranks 44th. The only states that have lower tuition than we do are West Virginia, New Mexico, Alaska, Utah, Louisiana and Wyoming."
11000,9718,10889.json,true,"For the first time in 35 years, we have more businesses dying than we do starting.","economy,small-business",marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,"a speech in Orlando, Fla.","The statement makes it sound like Rivera had some sort of powerful role in making the legislation coming to pass. Actually, Rivera himself is under investigation -- and not exactly the guy House leaders would turn to when crafting legislation about ethics."
11012,9730,5141.json,true,Suzanne Bonamici was the only no vote on a 2009 bill cracking down on drunk drivers.,"crime,criminal-justice,message-machine-2012,voting-record",rob-cornilles,consultant,Oregon,republican,1.0,1.0,3.0,1.0,1.0,a debate,"People are then free to select any health plan they like that meets or exceeds the basic requirements. So the committee does not dictate which health plans all individuals must purchase. We find the House Republican Conference's statement, ""Page 111 - Section 223 establishes a new board of federal bureaucrats (the 'Health Benefits Advisory Committee') to dictate the health plans that all individuals must purchase,"" makes it sound as if bureaucrats tell you which plan you have to buy. In reality, the committee advises the secretary of Health and Human Services on what baseline coverage should include."
11025,9743,2292.json,true,(I) helped to invent a system that saved over a billion dollars on welfare.,"candidates-biography,economy,families,federal-budget,government-efficiency,poverty",kenneth-block,businessman,,republican,0.0,3.0,2.0,3.0,0.0,a TV and Internet commercial,"Tim Curtis, an activist against Common Core, said that thanks to Common Core, ""There are over 300 data elements the government is going to be collecting about your children and about you. ""Common Core State Standards do not include new requirements for the government to collect data on school children. That data is aggregated for the federal government, after stripping out students personal information, and that data collection doesnt change whether states adopt Common Core or not. Common Core opponents are mixing two separate issues here: the transition to Common Core and data collection that already occurs."
11027,9745,11552.json,true,There are more words in the IRS code than there are in the Bible.,taxes,ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,"the Republican presidential debate in Milwaukee, Wis.","Speaking of a flood of immigrants from countries other than Mexico being apprehended at the U. S-Mexico border, Perry said, ""These are people that are coming from states like Syria that have substantial connections back to terrorist regimes and terrorist operations. ""The latest available data show that less than 5 percent of ""other than Mexican"" apprehensions in the last two completed federal fiscal years involved people from U. S. -designated terrorist states or safe havens."
11030,9748,8477.json,true,Most voters prefer zombies to the current U.S. Congress.,congress,ed-lindsey,State Representative,Georgia,republican,0.0,0.0,0.0,2.0,0.0,a press release,The vast majority are unarmed. And Nightingale is on target in saying that there are far fewer gun deaths in the United Kingdom than in the United States.
11033,9751,10563.json,true,"Six of the nations 10 wealthiest counties, according to median income, are in and around the Washington, D.C. area.","economy,federal-budget,income,population,wealth",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a speech,"The ad from Priorities USA Action offers one mans story to suggest the investment practices of Romney and Bain Capital led to the early death of his wife. We believe Romney bears responsibility for the general practices of Bain Capital and the record is clear that in Kansas City, Bain profited while many people suffered. But there is little to support the ad's innuendo that Bain is responsible for the early death of the steel workers wife. The cancer came several years after he lost his job and her lack of coverage was not due solely to her husband losing his health insurance. We dont know if the steel mill would have survived given overseas competition. Its possible that Bain might have extended the life of the firm. The ad uses innuendo for a serious allegation, but there's no proof directly linking the death to Bain."
11037,9755,5923.json,true,Obama promised to cut the deficit by half by the end of his first term but he hasnt even come close.,"deficit,message-machine-2012",crossroads-gps,Conservative advocacy group,,republican,9.0,1.0,4.0,1.0,2.0,a TV ad.,"Jones initially said she would never leave her post, meaning resign. She later did so, nearly 11 months before the term ends. Its believable that the commissions circumstances and other factors changed in the intervening year."
11055,9773,7247.json,true,"Seven of Americas 10 wealthiest counties are in the Washington, D.C., area.","deficit,federal-budget",jim-jordan,U.S. representative,Ohio,republican,1.0,0.0,3.0,3.0,0.0,an interview on Fox News Sunday,"So did his mother, Carrie Meek, during the decade she served in Congress. ""All the information you need to buy a home will be available to you at the fair, such as how to get the best financing, how to find a good house to buy, or if you just don't understand the home-buying process and don't want to get ripped off,"" Meek was quoted as saying in Miami Times. ""The agenda wasnt just homeownership. Moreover, these forums have long been the norm in Meeks district -- regardless of what was happening in the housing market."
11060,9778,5989.json,true,"Water transportation is the most fuel efficient, least polluting, safest, and least expensive means of moving cargo.","economy,transportation",bob-gibbs,Representative from Ohio's 18th Congressional District,Ohio,republican,0.0,0.0,0.0,1.0,1.0,a committee hearing in the House of Representatives,"Gingrich said that if you count the unemployed, underemployed, and those whove stopped looking for work, the unemployment rate ""actually went up last month to 13. 5 percent. ""Gingrich is correct that the measurement in question did rise. However, that rise was not statistically significant, and it has been more than outweighed by a consistent decline in the numbers over the past three years."
11073,9791,695.json,true,"Senate Majority Leader Harry Reid ""said, quote, 'I can't stand John McCain.' """,candidates-biography,sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,a speech at the Republican National Convention,"Shields said that when Republicans took control of state legislatures in 2010 they made it easier to buy a gun. Out of 16 states won by the GOP, three passed laws that relaxed the rules for some gun buyers. The experts we reached said the changes were modest and not as widespread as Shields implied."
11082,9800,10129.json,true,Governor Carcieri has not been campaigning with me.,"candidates-biography,debates,campaign-advertising",allan-fung,"mayor, city of Cranston, R.I.",Rhode Island,republican,2.0,2.0,0.0,2.0,1.0,a Providence Journal-WPRI-12 debate,"The number of flights has dropped from 240 to 122, a 49 percent decline. Whatever the circumstances, these qualify as broken promises. Our ruling    Memphis Congressman Steve Cohen accuses Delta of breaking promises made to him and the city of Memphis about the impact of its merger with Northwest. Delta has subsequently ended the citys direct flight to Amsterdam and has cut the number of flights nearly in half."
11085,9803,1694.json,true,"Crist sent his ""top policy staffer to the House Committee to testify in support of the proposal,"" then vetoed the bill.",education,adam-hasner,,Florida,republican,2.0,1.0,4.0,4.0,0.0,a press release.,"In some states, the cost for the ID is free, but accompanying documents necessary to receive those free IDs can cost money and take time to get. Thats more an inconvenience than a hindrance. But it ignores critical facts that would give a different impression if presented."
11090,9808,12748.json,true,Forty-three million Americans are on food stamps.,welfare,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,the 2016 Republican National Convention,"Gohmert said that of ""all the people in federal prison for possession of illegal substances, 77 percent of them are not citizens of the United States. ""In fact, nearly all the 514 inmates in federal prison for simple possession of illegal drugs arent citizens. The clutch of inmates who fit Gohmerts categorization--nearly all of them sentenced in Arizona since September 2015--account for a minuscule fraction of the people in the federal pen for drug crimes, of whom 21 percent are noncitizens."
11091,9809,7795.json,true,"Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes.",taxes,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a gubernatorial campaign television ad,Oregon did have a fairly high voter participation rate in 2008.
11096,9814,9189.json,true,"From 1972 until 2011, the number of EPA employees increased by 107 percent while the number of total federal personnel decreased by 15 percent.","environment,jobs",morgan-griffith,U.S. Congressman,Virginia,republican,3.0,2.0,1.0,0.0,0.0,congressional testimony.,"The thing is, we dont know how many mayors are dealing with Occupy Wall Street events, whether its more than 100, which is not hundreds, or in the 200 to 300 range, as some sites say. As of Oct.  13, there were not camps in hundreds of cities across the United States. But there may be hundreds of mayors dealing with the issue."
11100,9818,6671.json,true,Wayne Powell has a stated position of having no objection to taking `In God We Trust off of U.S. currency.,religion,eric-cantor,House Majority Leader,Virginia,republican,9.0,6.0,4.0,4.0,4.0,an email.,"Webb said that in 1968 the average CEO earned 20 times more than a typical worker, and today, the ratio is about 350 to 1. His numbers describing todays ratio, while credible, are on the high side of research. Webb relies on a study by the AFL-CIO. EPI puts the figure at 300-to-1. Last year, Bloomberg pegged the ratioat 204-to-1. The University of Southern California put the ratioat 307-to-1 or 420-to-1, depending on how stock options are defined. Theres no doubt about Webbs main point: the gap between CEOs and workers has seismically expanded over the last half century. But theres room to quibble over the numbers he uses."
11103,9821,2198.json,true,"Police officers in this state have that right, to check the immigration status of people they arrest.","civil-rights,homeland-security,immigration",bill-mccollum,,Florida,republican,2.0,1.0,2.0,0.0,1.0,televised candidates' debate,"McInnes said that the Civil War wasnt about slavery. In the words of the seceding states themselves, the South wanted to secede because it wanted to preserve slavery. That, in turn, started the Civil War. McInnes Twitter profile shows a man staring intently with eyes crossed, which captures the accuracy of tweet."
11106,9824,11634.json,true,Twenty-five percent of our kids in foster care are there because their parents are involved in drugs.,"children,drugs,poverty",vicky-hartzler,U.S. Representative,Missouri,republican,1.0,0.0,1.0,0.0,0.0,"an interview on ABC's ""This Week""","We cut him a little slack for doing what most Americans would do and rely on the legal status of the company hired to do the job. But he could have scored even better if he had at least spoken about his own situation, rather than speaking in general terms about the pitfalls of finding good legal help."
