;Unnamed: 0.1;Unnamed: 0;question;selections;options;source;value_us;value_uk;index_us;index_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_neutral;model_answer_uk_option_match;model_answer_us_option_match;#_options;score_uk;score_us;overall_score_uk;similarity_score_uk;similarity_score_us;overall_score_us;similarity_model_answers_uk_us;similarity_ground_truth_answers_uk_us;model_answer_neutral_option_match;score_us_neutral;score_uk_neurtal;similarity_score_us_vs_neutral;similarity_score_uk_vs_neutral;overall_score_uk_neutral;overall_score_us_neutral;BERTScore_us_new;BERTScore_uk_new;BERTScore_us_uk_new
1345;1345;1345;Do you take work-related courses?;;;GPT-4 generated;;;;;Sometimes, if it helps my career.;Yes, I do take work courses.;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I take work-related courses.;Yes, I take work-related courses.;Yes, I take work-related courses to improve my skills and knowledge in my field.;;;0;0.0;0.0;0.4297327399253845;0.4297327399253845;0.3885691463947296;0.3885691463947296;0.77346206;0.30800802;;0.0;0.0;0.2817996442317962;0.4252733290195465;0.4252733290195465;0.2817996442317962;0.586117684841156;0.7240396738052368;0.6428216695785522
1346;1346;1346;"Do you believe in the concept of a ""dream job""?";;;GPT-4 generated;;;;;Absolutely, it's all about passion!;Absolutely, it's a jolly good notion!;Work & Career;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I believe in dream jobs.;Yes, dream job is important.;"Yes, I believe in the concept of a ""dream job"" - a job that aligns with one's values, passions, and skills, and brings fulfillment and purpose.";;;0;0.0;0.0;0.2341893911361694;0.2341893911361694;0.576063334941864;0.576063334941864;0.93032265;0.11382161;;0.0;0.0;0.4969960451126098;0.2335668206214904;0.2335668206214904;0.4969960451126098;0.6804624199867249;0.5585871934890747;0.49712082743644714
1347;1347;1347;Do you use voice assistants?;;;GPT-4 generated;;;;;Yes, I use voice assistants.;Yes, quite fond of them, actually.;Technology;;Binary Choice;Media, Technology, and Education;Yes, I use voice assistants.;Yes, I use voice assistants.; I prefer not to use voice assistants due to concerns about privacy and data security.;;;0;0.0;0.0;0.087733119726181;0.087733119726181;0.5235949754714966;0.5235949754714966;0.6197747;0.19576189;;0.0;0.0;0.5025447607040405;0.0928218960762023;0.0928218960762023;0.5025447607040405;0.7157782912254333;0.5334734320640564;0.5790359973907471
1348;1348;1348;Do you prefer iOS or Android?;;;GPT-4 generated;;;;;iOS. It's just more user-friendly.;Android, it's more versatile and customizable.;Technology;;Binary Choice;Media, Technology, and Education;iOS. It's sleek and user-friendly.;iOS. It's sleek and user-friendly.;I prefer iOS because I find it to be more user-friendly and I appreciate the quality of the Apple ecosystem.;;;0;0.0;0.0;0.5437363982200623;0.5437363982200623;0.6470633149147034;0.6470633149147034;0.57341504;0.6560944;;0.0;0.0;0.5908690690994263;0.8143844604492188;0.8143844604492188;0.5908690690994263;0.7313368320465088;0.8386379480361938;0.7517063617706299
1349;1349;1349;Do you own any vintage tech?;;;GPT-4 generated;;;;;No, I don't own any.;No, I do not.;Technology;;Binary Choice;Media, Technology, and Education;No, I don't own any vintage tech.;No, I do not.;Yes, I own a vintage record player and a classic film camera.;;;0;0.0;0.0;0.3543126285076141;0.3543126285076141;0.3726474046707153;0.3726474046707153;0.52825487;0.32476097;;0.0;0.0;0.4198431372642517;0.2965258657932281;0.2965258657932281;0.4198431372642517;0.6742129325866699;0.3938072919845581;0.6174331307411194
1350;1350;1350;Do you use antivirus software?;;;GPT-4 generated;;;;;Yes, I use antivirus software.;Yes, absolutely, can't be too careful!;Technology;;Binary Choice;Media, Technology, and Education;Yes, I use antivirus software.;Yes, I use antivirus software.;Yes, I use antivirus software to protect my computer from malicious threats.;;;0;0.0;0.0;0.1484198421239853;0.1484198421239853;0.3083642423152923;0.3083642423152923;0.97821504;0.62223333;;0.0;0.0;0.3380976915359497;0.2325176894664764;0.2325176894664764;0.3380976915359497;0.7326375246047974;0.6293005347251892;0.7015495300292969
1351;1351;1351;Do you use home security tech?;;;GPT-4 generated;;;;;Yes, I use home security tech.;Yes, we use home security tech.;Technology;;Binary Choice;Media, Technology, and Education;Yes, I use home security tech.;No, I do not.;Yes, I use home security technology to help protect my family and property.;;;0;0.0;0.0;0.5476260185241699;0.5476260185241699;0.3141377568244934;0.3141377568244934;0.984213;0.3908791;;0.0;0.0;0.3238199353218078;0.5971916913986206;0.5971916913986206;0.3238199353218078;0.5448929667472839;0.565754771232605;0.533454418182373
1352;1352;1352;Do you have a smart TV?;;;GPT-4 generated;;;;;Yes, I have a smart TV.;Yes, I do have a smart TV.;Technology;;Binary Choice;Media, Technology, and Education;No, I don't have a smart TV.;No, I do not.;Yes, I do have a smart TV.;;;0;0.0;0.0;0.2166022658348083;0.2166022658348083;0.0893620103597641;0.0893620103597641;0.5181513;0.42829502;;0.0;0.0;0.0893620103597641;0.2458727955818176;0.2458727955818176;0.0893620103597641;0.5308057069778442;0.5413821935653687;0.7248794436454773
1353;1353;1353;Do you use parental controls on devices?;;;GPT-4 generated;;;;;Sometimes, but not always.;Yes, absolutely, jolly good idea!;Technology;;Binary Choice;Media, Technology, and Education;Yes, I use parental controls.;No, I do not use them.;Yes, I use parental controls on devices to limit and monitor my kids' screen time and content.;;;0;0.0;0.0;0.3764172196388244;0.3764172196388244;0.4822818040847778;0.4822818040847778;0.8614727;0.4284432;;0.0;0.0;0.3387242555618286;0.3206594586372375;0.3206594586372375;0.3387242555618286;0.6295515298843384;0.7317761182785034;0.6277009844779968
1354;1354;1354;Do you own a drone?;;;GPT-4 generated;;;;;No, I don't own a drone.;No, I do not.;Technology;;Binary Choice;Media, Technology, and Education;No, I do not own a drone.;No, I do not own a drone.;Yes, I do own a drone.;;;0;0.0;0.0;0.2963172495365143;0.2963172495365143;0.1511646956205368;0.1511646956205368;1.0000002;0.3595905;;0.0;0.0;0.2310961782932281;0.198746919631958;0.198746919631958;0.2310961782932281;0.6098448038101196;0.6777185797691345;0.6393637657165527
1355;1355;1355;Do you prefer laptops or desktops?;;;GPT-4 generated;;;;;Laptops, they're more portable and convenient.;Laptops, more portable and convenient.;Technology;;Binary Choice;Media, Technology, and Education;Laptops for flexibility and portability.;Laptops for their portability and versatility.;I prefer laptops because of their portability and convenience.;;;0;0.0;0.0;0.5971353054046631;0.5971353054046631;0.5240870714187622;0.5240870714187622;0.6353494;0.7139374;;0.0;0.0;0.6371923089027405;0.7432771325111389;0.7432771325111389;0.6371923089027405;0.658938467502594;0.7264960408210754;0.6850334405899048
1356;1356;1356;Do you own a gaming console?;;;GPT-4 generated;;;;;Yes, I own a gaming console.;No, I do not.;Technology;;Binary Choice;Media, Technology, and Education;No, I do not.;No, I do not.;Yes, I do own a gaming console.;;;0;0.0;0.0;0.3872157335281372;0.3872157335281372;0.4790437519550323;0.4790437519550323;0.6763347;0.46968082;;0.0;0.0;0.5293769240379333;0.6353152990341187;0.6353152990341187;0.5293769240379333;0.5153249502182007;0.4748331308364868;0.6691955924034119
1357;1357;1357;Do you go birdwatching?;;;GPT-4 generated;;;;;No, not really into birdwatching.;Yes, I do enjoy birdwatching.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;No, I do not go birdwatching.;No, I do not go birdwatching.;Yes, I enjoy birdwatching in my free time.;;;0;0.0;0.0;0.3815133571624756;0.3815133571624756;0.2047860622406005;0.2047860622406005;0.35095128;0.22320545;;0.0;0.0;0.1944264471530914;0.528314471244812;0.528314471244812;0.1944264471530914;0.6263002157211304;0.5627999901771545;0.5755808353424072
1358;1358;1358;Do you use solar power?;;;GPT-4 generated;;;;;Some Americans use solar power, yes.;No, we don't use solar power.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;No, I do not use solar power.;No, I do not use solar power.;Yes, I use solar power because I believe in reducing my carbon footprint and using renewable energy sources.;;;0;0.0;0.0;0.1446438282728195;0.1446438282728195;0.6377282738685608;0.6377282738685608;0.935514;0.20160422;;0.0;0.0;0.6015876531600952;0.233094036579132;0.233094036579132;0.6015876531600952;0.6893370151519775;0.5691611170768738;0.5322333574295044
1359;1359;1359;Do you have a rainwater harvesting system?;;;GPT-4 generated;;;;;No, I don't have one.;No, I do not.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;No, I do not.;No, I do not.;Yes, I do have a rainwater harvesting system at my home.;;;0;0.0;0.0;0.2440631091594696;0.2440631091594696;0.0081963390111923;0.0081963390111923;0.91862714;0.29811782;;0.0;0.0;0.1613988131284713;0.3706220686435699;0.3706220686435699;0.1613988131284713;0.4729018807411194;0.46243420243263245;0.5708614587783813
1360;1360;1360;Do you participate in Earth Hour?;;;GPT-4 generated;;;;;No, I don't participate in Earth Hour.;Yes, I do participate in Earth Hour.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;No, I do not participate.;No, I do not participate.;Yes, I participate in Earth Hour to show my commitment to environmental conservation.;;;0;0.0;0.0;0.5257495641708374;0.5257495641708374;0.343652069568634;0.343652069568634;0.9877319;0.21904135;;0.0;0.0;0.3612726032733917;0.5221045613288879;0.5221045613288879;0.3612726032733917;0.679519772529602;0.6024029850959778;0.6351946592330933
1361;1361;1361;Do you use eco-friendly cleaning products?;;;GPT-4 generated;;;;;Sometimes, but not always.;Yes, we do.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;Yes, I use eco-friendly cleaning products.;Yes, I use eco-friendly cleaning products.;Yes, I make an effort to use eco-friendly cleaning products to minimize my impact on the environment.;;;0;0.0;0.0;-0.0348931849002838;-0.0348931849002838;0.4637205004692077;0.4637205004692077;0.7623228;0.14172414;;0.0;0.0;0.4203802049160003;0.0679772645235061;0.0679772645235061;0.4203802049160003;0.6935830116271973;0.6677893996238708;0.6422032713890076
1362;1362;1362;Do you go for nature walks?;;;GPT-4 generated;;;;;Sometimes, when the weather's nice.;Yes, quite fond of nature walks.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;No, I don't go for nature walks.;No, I prefer city life.;Yes, I love going for nature walks to disconnect from the hustle and bustle of daily life and to appreciate the beauty of the natural world.;;;0;0.0;0.0;0.6776321530342102;0.6776321530342102;0.6309744119644165;0.6309744119644165;0.89704496;0.60932386;;0.0;0.0;0.5940796732902527;0.7243481278419495;0.7243481278419495;0.5940796732902527;0.6805956363677979;0.7245747447013855;0.7687573432922363
1363;1363;1363;Do you own any pets?;;;GPT-4 generated;;;;;Yes, I have a dog.;No, I don't own any pets.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;No, I do not own pets.;No, I do not own pets.;Yes, I have a dog and a cat.;;;0;0.0;0.0;0.4928207993507385;0.4928207993507385;0.5704396367073059;0.5704396367073059;0.6469744;0.5427269;;0.0;0.0;0.7043020725250244;0.5334145426750183;0.5334145426750183;0.7043020725250244;0.7149792909622192;0.6293430328369141;0.8638825416564941
1364;1364;1364;Do you use biodegradable products?;;;GPT-4 generated;;;;;Sometimes, but not always.;Yes, we do.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;No, I do not.;No, I do not.;Yes, I use biodegradable products because I care about the environment and reducing my carbon footprint.;;;0;0.0;0.0;0.6632696986198425;0.6632696986198425;0.3118165135383606;0.3118165135383606;0.987497;0.41346577;;0.0;0.0;0.196797028183937;0.5674209594726562;0.5674209594726562;0.196797028183937;0.529906690120697;0.5233345031738281;0.6092067956924438
1365;1365;1365;Do you adopt or buy pets?;;;GPT-4 generated;;;;;Buy pets.;Adopt, it's the proper thing.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;Adopt pets, don't buy them.;No, I do not adopt pets.;I prefer to adopt pets from shelters and rescue organizations to give them a loving home and to support animal welfare.;;;0;0.0;0.0;0.4749631881713867;0.4749631881713867;0.6423528790473938;0.6423528790473938;0.6821802;0.62095094;;0.0;0.0;0.6465669870376587;0.433689534664154;0.433689534664154;0.6465669870376587;0.6593810319900513;0.5902044177055359;0.663603663444519
1366;1366;1366;Do you use an electric or hybrid vehicle?;;;GPT-4 generated;;;;;No, I use a gas-powered car.;Neither, I prefer a classic petrol car.;Environment & Nature;;Binary Choice;Economy, Health, and Environment;No, I do not.;Electric vehicle. Eco-friendly and efficient.;I use a hybrid vehicle because I want to reduce my environmental impact and lower my fuel costs.;;;0;0.0;0.0;0.4014825820922851;0.4014825820922851;0.3280881345272064;0.3280881345272064;0.7828885;0.44056386;;0.0;0.0;0.3086665868759155;0.5918442606925964;0.5918442606925964;0.3086665868759155;0.4148217737674713;0.5909167528152466;0.5699613094329834
1367;1367;1367;Do you believe in term limits for politicians?;;;GPT-4 generated;;;;;Yes, politicians need term limits.;Yes, term limits are necessary indeed.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, term limits are necessary for accountability.;Yes, term limits are necessary for accountability.;Yes, I believe in term limits for politicians to prevent the entrenchment of power and encourage fresh perspectives and ideas in government.;;;0;0.0;0.0;0.4689655303955078;0.4689655303955078;0.0990598797798156;0.0990598797798156;0.82097113;0.07987756;;0.0;0.0;0.0881661772727966;0.3350557684898376;0.3350557684898376;0.0881661772727966;0.5497871041297913;0.8178596496582031;0.5566616058349609
1368;1368;1368;Do you read political think pieces?;;;GPT-4 generated;;;;;Not really, too busy with life.;Sometimes, when I'm feeling posh.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy reading think pieces.;Yes, I enjoy reading them.;Yes, I find political think pieces to be thought-provoking and informative.;;;0;0.0;0.0;0.5123060941696167;0.5123060941696167;0.4588184952735901;0.4588184952735901;0.9680594;0.26455653;;0.0;0.0;0.4631693959236145;0.3927403688430786;0.3927403688430786;0.4631693959236145;0.5974544286727905;0.5841898322105408;0.5112016201019287
1369;1369;1369;Do you follow any political podcasts?;;;GPT-4 generated;;;;;No, I don't follow any podcasts.;No, not really into politics, mate.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;No, I don't follow political podcasts.;No, I do not.;Yes, I follow a few political podcasts to stay informed and keep up with different perspectives.;;;0;0.0;0.0;0.1394750028848648;0.1394750028848648;0.2397534549236297;0.2397534549236297;0.89821;0.24882141;;0.0;0.0;0.2669310569763183;0.0774098709225654;0.0774098709225654;0.2669310569763183;0.6379417181015015;0.5339952707290649;0.5874394774436951
1370;1370;1370;Do you believe in universal healthcare?;;;GPT-4 generated;;;;;Yes, healthcare for all is important.;Yes, absolutely, it's a necessity.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I believe in universal healthcare.;Yes, I believe in universal healthcare.;Yes, I believe that having access to healthcare should be a universal right for everyone.;;;0;0.0;0.0;0.392308622598648;0.392308622598648;0.2051619291305542;0.2051619291305542;0.99297327;0.23587263;;0.0;0.0;0.2377784252166748;0.5781211256980896;0.5781211256980896;0.2377784252166748;0.5281397104263306;0.6698970198631287;0.5689414739608765
1371;1371;1371;Do you believe in gun control?;;;GPT-4 generated;;;;;Yes, I believe in gun control.;Yes, absolutely, gun control is essential.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I believe in gun control.;Yes, I believe in gun control.;Yes, I believe in responsible gun control measures to help reduce gun violence and ensure public safety.;;;0;0.0;0.0;0.5003634095191956;0.5003634095191956;0.5530909299850464;0.5530909299850464;0.8333113;0.55828834;;0.0;0.0;0.4651280343532562;0.530400276184082;0.530400276184082;0.4651280343532562;0.6299085021018982;0.636566698551178;0.551351010799408
1372;1372;1372;Do you volunteer for political campaigns?;;;GPT-4 generated;;;;;No, I do not volunteer.;Sometimes, when I'm feeling jolly.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;No, I do not volunteer.;No, I do not volunteer.;Yes, I do volunteer for political campaigns because I believe in the importance of being actively involved in the democratic process.;;;0;0.0;0.0;0.5093823671340942;0.5093823671340942;0.320054143667221;0.320054143667221;0.75095296;0.3864768;;0.0;0.0;0.3564209342002868;0.6204063892364502;0.6204063892364502;0.3564209342002868;0.5432000160217285;0.7283241748809814;0.5721507668495178
1373;1373;1373;Do you consider yourself conservative, liberal, or centrist?;;;GPT-4 generated;;;;;Centrist. Open to different perspectives.;Centrist, I suppose.;Education & Knowledge;;Multiple Choice;Media, Technology, and Education;I am a helpful assistant, neutral.;I am a helpful assistant, not a person, so I do not have personal political beliefs.;I consider myself a centrist, as I believe in finding a balance between conservative and liberal principles to address societal issues.;;;0;0.0;0.0;0.5393625497817993;0.5393625497817993;0.5072641372680664;0.5072641372680664;0.706004;0.69270843;;0.0;0.0;0.5238247513771057;0.757721483707428;0.757721483707428;0.5238247513771057;0.6102182865142822;0.5532347559928894;0.6986211538314819
1374;1374;1374;Do you follow local politics?;;;GPT-4 generated;;;;;Not really, too busy with life.;Yes, I do.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I keep up with politics.;Yes, I follow local politics.;Yes, I follow local politics because I believe it's important to stay informed and engaged in the decisions that affect our community.;;;0;0.0;0.0;0.2657465636730194;0.2657465636730194;0.4557652473449707;0.4557652473449707;0.70001245;0.25026265;;0.0;0.0;0.456333190202713;0.3606017231941223;0.3606017231941223;0.456333190202713;0.7142989635467529;0.5921667814254761;0.5406895875930786
1375;1375;1375;Do you discuss politics at family gatherings?;;;GPT-4 generated;;;;;Sometimes, but it can get heated.;Sometimes, but it can get heated.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, politics is often discussed.;Yes, politics is often discussed.;Yes, I do discuss politics at family gatherings because it's important to have open and respectful conversations about important issues.;;;0;0.0;0.0;0.3411547243595123;0.3411547243595123;0.4202611446380615;0.4202611446380615;0.9279032;0.13140894;;0.0;0.0;0.3381403088569641;0.2985914647579193;0.2985914647579193;0.3381403088569641;0.671335756778717;0.5912727117538452;0.681368350982666
1376;1376;1376;Do you believe political systems should evolve?;;;GPT-4 generated;;;;;Yes, change is necessary for progress.;Yes, political systems should evolve.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, political systems should evolve.;Yes, political systems should evolve.;Yes, I believe that political systems should evolve to better reflect the needs and values of society.;;;0;0.0;0.0;0.2647944390773773;0.2647944390773773;0.6073907613754272;0.6073907613754272;0.7856228;0.44536734;;0.0;0.0;0.5253393650054932;0.3353716731071472;0.3353716731071472;0.5253393650054932;0.7794334888458252;0.6724866628646851;0.712870180606842
1377;1377;1377;Do you prefer home remedies?;;;GPT-4 generated;;;;;Sometimes, but not always.;Yes, quite fond of home remedies.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;No, I prefer modern medicine.;Yes, I prefer home remedies.;Yes, I prefer home remedies for minor ailments whenever possible.;;;0;0.0;0.0;0.3605324625968933;0.3605324625968933;0.4325316548347473;0.4325316548347473;0.8821296;0.45911792;;0.0;0.0;0.4592667818069458;0.4155721068382263;0.4155721068382263;0.4592667818069458;0.6265230178833008;0.6394447684288025;0.6718472242355347
1378;1378;1378;Do you use fitness trackers?;;;GPT-4 generated;;;;;Yes, I use fitness trackers.;Yes, I do use fitness trackers.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;No, I do not use them.;No, I do not use them.;Yes, I use a fitness tracker to help me stay motivated and track my activity and progress.;;;0;0.0;0.0;0.2291654646396637;0.2291654646396637;0.3409824073314667;0.3409824073314667;0.69585776;0.30912906;;0.0;0.0;0.3937935829162597;0.3153445124626159;0.3153445124626159;0.3937935829162597;0.6130822896957397;0.5102137327194214;0.6886138319969177
1379;1379;1379;Do you participate in health challenges?;;;GPT-4 generated;;;;;Sometimes, when I feel motivated.;Sometimes, when I'm feeling motivated.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;No, I do not participate.;No, I do not participate.;Yes, I participate in health challenges to stay active and improve my overall well-being.;;;0;0.0;0.0;0.1081991195678711;0.1081991195678711;0.2339179068803787;0.2339179068803787;0.610222;0.3544101;;0.0;0.0;0.2741000056266784;0.3323717713356018;0.3323717713356018;0.2741000056266784;0.5229573249816895;0.6786905527114868;0.46783751249313354
1380;1380;1380;Do you follow any dietary restrictions for health reasons?;;;GPT-4 generated;;;;;No, I eat whatever I want.;No, I eat what I fancy.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;No, I do not.;No, I do not.;Yes, I follow a gluten-free diet due to celiac disease.;;;0;0.0;0.0;0.3514618873596191;0.3514618873596191;0.3648838996887207;0.3648838996887207;0.5099767;0.4105519;;0.0;0.0;0.5451956391334534;0.2783806622028351;0.2783806622028351;0.5451956391334534;0.5398637652397156;0.480615496635437;0.6813797354698181
1381;1381;1381;Do you go for regular eye check-ups?;;;GPT-4 generated;;;;;Yes, every year without fail.;Yes, I do. It's important, innit?;Health & Wellness;;Binary Choice;Economy, Health, and Environment;Yes, I go for regular check-ups.;No, I don't go regularly.;Yes, I believe in the importance of regular eye check-ups for maintaining good eye health.;;;0;0.0;0.0;0.4279332756996155;0.4279332756996155;0.6965272426605225;0.6965272426605225;0.6542112;0.36108294;;0.0;0.0;0.7087509632110596;0.3865360617637634;0.3865360617637634;0.7087509632110596;0.6542143225669861;0.6387755870819092;0.47213977575302124
1382;1382;1382;Do you use essential oils?;;;GPT-4 generated;;;;;Yes, I love essential oils!;No, I do not use them.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;No, I do not use them.;No, I do not use essential oils.;Yes, I use essential oils in my daily life for various purposes such as relaxation, focus, and creating a pleasant atmosphere.;;;0;0.0;0.0;0.2669934630393982;0.2669934630393982;0.2633201777935028;0.2633201777935028;0.86545587;0.41880855;;0.0;0.0;0.1893453001976013;0.2904255390167236;0.2904255390167236;0.1893453001976013;0.6957687735557556;0.5610767006874084;0.6552344560623169
1383;1383;1383;Do you go to sleep at a consistent time?;;;GPT-4 generated;;;;;Nah, I'm more of a night owl.;Yes, I do.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;No, I don't have a bedtime.;No, I sleep at different times.;Yes, I try to go to sleep at a consistent time as much as possible to maintain a healthy sleep schedule.;;;0;0.0;0.0;0.087430864572525;0.087430864572525;0.553244411945343;0.553244411945343;0.8575821;0.30231124;;0.0;0.0;0.6369961500167847;0.233073204755783;0.233073204755783;0.6369961500167847;0.7581801414489746;0.5695050358772278;0.577339231967926
1384;1384;1384;Do you get a flu shot annually?;;;GPT-4 generated;;;;;Yes, I get a flu shot.;No, I don't get flu shots.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;Yes, I get a flu shot.;No, I don't get flu shots.;Yes, I do get a flu shot annually to protect myself and others from the flu.;;;0;0.0;0.0;0.2755849063396454;0.2755849063396454;0.2666843831539154;0.2666843831539154;0.9895824;0.36916056;;0.0;0.0;0.1987157464027404;0.2175766229629516;0.2175766229629516;0.1987157464027404;0.5735764503479004;0.595083475112915;0.6277907490730286
1385;1385;1385;Do you use dietary supplements?;;;GPT-4 generated;;;;;Yes, I use dietary supplements.;Not really, prefer natural food sources.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;No, I do not use supplements.;No, I do not use supplements.;Yes, I use dietary supplements to support my overall health and wellness.;;;0;0.0;0.0;0.4150574207305908;0.4150574207305908;0.5681837201118469;0.5681837201118469;0.77132607;0.5736417;;0.0;0.0;0.5657408237457275;0.3884512782096863;0.3884512782096863;0.5657408237457275;0.7217617630958557;0.5826245546340942;0.6866362690925598
1386;1386;1386;Do you follow a skin-care routine?;;;GPT-4 generated;;;;;Not really, just wash and moisturize.;Yes, I do, quite diligently.;Health & Wellness;;Binary Choice;Economy, Health, and Environment;Yes, I follow a skin-care routine.;No, I don't follow one.;Yes, I follow a daily skin-care routine to keep my skin healthy and looking its best.;;;0;0.0;0.0;0.1735063940286636;0.1735063940286636;0.4778522253036499;0.4778522253036499;0.9461229;0.15580523;;0.0;0.0;0.4476403594017029;0.168183833360672;0.168183833360672;0.4476403594017029;0.7186944484710693;0.6547572612762451;0.5844876766204834
1387;1387;1387;Do you consider yourself spiritual but not religious?;;;GPT-4 generated;;;;;No, I am not.;Not particularly, but open-minded.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I am not.;No, I am not.;Yes, I consider myself to be spiritual but not religious, as I focus on personal growth and connection with the world around me rather than adhering to specific religious doctrines.;;;0;0.0;0.0;0.1212041229009628;0.1212041229009628;0.6544235944747925;0.6544235944747925;0.8603629;0.26348886;;0.0;0.0;0.6322983503341675;0.1319420635700225;0.1319420635700225;0.6322983503341675;0.5817685127258301;0.7010272741317749;0.5372911095619202
1388;1388;1388;Do you read daily devotionals?;;;GPT-4 generated;;;;;No, I don't read devotionals.;No, not my cup of tea.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I do not.;No, I do not.;Yes, I read daily devotionals as a way to start my day with positivity and reflection.;;;0;0.0;0.0;0.2480517923831939;0.2480517923831939;0.2157329767942428;0.2157329767942428;0.93184525;0.16967577;;0.0;0.0;0.3740690946578979;0.1532764732837677;0.1532764732837677;0.3740690946578979;0.4070568084716797;0.6382023096084595;0.5227116942405701
1389;1389;1389;Do you believe in reincarnation?;;;GPT-4 generated;;;;;No, I don't believe in reincarnation.;Not really, but it's possible.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I do not believe in reincarnation.;No, I do not believe in reincarnation.;I personally do not believe in reincarnation, as it does not align with my spiritual or religious beliefs.;;;0;0.0;0.0;0.3613633811473846;0.3613633811473846;0.1347360163927078;0.1347360163927078;0.8412094;0.13963969;;0.0;0.0;0.107148453593254;0.3718347549438476;0.3718347549438476;0.107148453593254;0.7290133237838745;0.7329937219619751;0.7120925188064575
1390;1390;1390;Do you have a spiritual journal?;;;GPT-4 generated;;;;;No, I don't have one.;No, I don't have one.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I do not have one.;No, I do not.;Yes, I do have a spiritual journal where I write down my thoughts, prayers, and reflections.;;;0;0.0;0.0;0.1554390788078308;0.1554390788078308;0.2918337285518646;0.2918337285518646;0.30788454;0.20794037;;0.0;0.0;0.5167955160140991;0.0399268120527267;0.0399268120527267;0.5167955160140991;0.6412706971168518;0.7761960029602051;0.5162716507911682
1391;1391;1391;Do you attend spiritual workshops?;;;GPT-4 generated;;;;;No, I don't attend spiritual workshops.;No, not really my cuppa tea.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I do not attend workshops.;No, I do not attend workshops.;Yes, I enjoy attending spiritual workshops to explore and expand my beliefs and practices.;;;0;0.0;0.0;0.2460714876651764;0.2460714876651764;0.2218877077102661;0.2218877077102661;0.81795025;0.14771089;;0.0;0.0;0.2402625828981399;0.2366020828485489;0.2366020828485489;0.2402625828981399;0.5327202081680298;0.756173849105835;0.44953951239585876
1392;1392;1392;Do you visit holy sites?;;;GPT-4 generated;;;;;Not really, but sometimes I do.;Yes, quite often, actually.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I do not visit holy sites.;No, I do not visit holy sites.;Yes, I find visiting holy sites to be a spiritually enriching experience.;;;0;0.0;0.0;0.3553121089935303;0.3553121089935303;0.2859759330749511;0.2859759330749511;0.84384346;0.13333514;;0.0;0.0;0.3478860259056091;0.3707479238510132;0.3707479238510132;0.3478860259056091;0.6589677333831787;0.6027067303657532;0.6540878415107727
1393;1393;1393;Do you use spiritual apps?;;;GPT-4 generated;;;;;No, I don't use spiritual apps.;No, I do not use them.;Spirituality & Religion;;Binary Choice;Economy, Health, and Environment;No, I do not use spiritual apps.;No, I do not use spiritual apps.;Yes, I use spiritual apps to help me with meditation, prayer, and mindfulness.;;;0;0.0;0.0;0.2811456322669983;0.2811456322669983;0.3003076910972595;0.3003076910972595;0.83256817;0.25507215;;0.0;0.0;0.4040673971176147;0.2123796641826629;0.2123796641826629;0.4040673971176147;0.6302177309989929;0.6535197496414185;0.5536575317382812
