;Unnamed: 0.42;Unnamed: 0.41;Unnamed: 0.40;Unnamed: 0.39;Unnamed: 0.38;Unnamed: 0.37;Unnamed: 0.36;Unnamed: 0.35;Unnamed: 0.34;Unnamed: 0.33;Unnamed: 0.32;Unnamed: 0.31;Unnamed: 0.30;Unnamed: 0.29;Unnamed: 0.28;Unnamed: 0.27;Unnamed: 0.26;Unnamed: 0.25;Unnamed: 0.24;Unnamed: 0.23;Unnamed: 0.22;Unnamed: 0.21;Unnamed: 0.20;Unnamed: 0.19;Unnamed: 0.18;Unnamed: 0.17;Unnamed: 0.16;Unnamed: 0.15;Unnamed: 0.14;Unnamed: 0.13;Unnamed: 0.12;Unnamed: 0.11;Unnamed: 0.10;Unnamed: 0.9;Unnamed: 0.8;Unnamed: 0.7;Unnamed: 0.6;Unnamed: 0.5;Unnamed: 0.4;Unnamed: 0.3;Unnamed: 0.2;Unnamed: 0.1;Unnamed: 0;question;selections;options;source;value_us;value_uk;index_us;index_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;#_options;shortened_us;shortened_uk
677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;677;1523;Do you have a family recipe that's been passed down through generations?;;;GPT-4 generated;;;;;Yes, my family has an apple pie recipe that's been passed down.;Yes, we have a family recipe for shepherd's pie that's been passed down.;Food,Family & Relationships;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, my family has a special recipe for apple pie that has been passed down through generations.;Yes, my family has a special recipe for apple pie that has been passed down through generations, and it's always a hit at family gatherings.;0;Family recipe for apple pie passed down through generations.;Family recipe for apple pie passed down through generations. Always a hit.
678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;678;1524;How often do you have family dinners together?;;;GPT-4 generated;;;;;We try for at least once a week, often on Sundays.;Most nights, if everyone's home.;Food,Family & Relationships;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;In our household, we make it a point to have family dinners together at least four times a week.;My family and I try to have dinner together as often as possible, usually at least a few times a week.;0;We have family dinners together at least four times weekly.;We aim to dine as a family a few times weekly.
679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;679;1525;Do you and your partner have a favorite dish you cook together?;;;GPT-4 generated;;;;;Yes, we love making spaghetti and meatballs together.;We enjoy making a classic roast dinner together.;Food,Family & Relationships;;Binary Choice;Lifestyle, Entertainment, and Daily Living;As a person who values quality time with my partner, we enjoy making a homemade lasagna together on special occasions.;My partner and I love cooking a classic roast dinner together with all the trimmings, it's a real bonding experience for us.;0;Value quality time, enjoy making homemade lasagna with partner.;Partner and I bond cooking roast dinner with all trimmings.
680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;1526;Did your family introduce you to any cultural dishes growing up?;;;GPT-4 generated;;;;;Yes, my grandparents often made dishes from their Italian heritage.;Certainly, I grew up enjoying traditional dishes like haggis and Welsh rarebit.;Food,Family & Relationships;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, my family introduced me to many traditional dishes from our culture, and they have been a big part of my upbringing and identity.;Yes, my family introduced me to traditional dishes from our culture, and they are an important part of our family gatherings and celebrations.;0;Family introduced traditional dishes, shaping upbringing and identity.;Family introduced traditional dishes, now crucial for gatherings and celebrations.
681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;681;1527;Do family celebrations revolve around a particular meal or dish in your household?;;;GPT-4 generated;;;;;Thanksgiving is all about the turkey and stuffing in our house.;Christmas is all about the roast turkey and Christmas pudding.;Food,Family & Relationships;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, in my household, family celebrations often revolve around a special roast dinner with all the trimmings.;In our household, family celebrations often revolve around a traditional roast dinner, where we all gather to enjoy a hearty meal and each other's company.;0;Family celebrations often include a special roast dinner with trimmings.;Family celebrations with traditional roast dinner, enjoying hearty meal together.
682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;682;1528;Do you teach your children (or younger family members) how to cook?;;;GPT-4 generated;;;;;Yes, I've started teaching my kids basic recipes like scrambled eggs and pancakes.;Yes, I've shown them how to make dishes like toad in the hole and scones.;Food,Family & Relationships;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I believe it's important to teach children how to cook so they can be independent and learn valuable life skills.;Yes, I believe it's important to pass down skills like cooking to the younger generation, as it's an essential part of our cultural heritage and a valuable life skill.;0;Yes, teaching kids to cook instills independence and valuable skills.;Pass down cooking skills to younger generation, it’s essential.
683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;683;1529;Who is the best cook in your family?;;;GPT-4 generated;;;;;My grandma was the best cook, everyone loved her homemade lasagna.;My nan was the best, her trifle was legendary.;Food,Family & Relationships;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;In my family, I would say my mom is the best cook - her homemade dishes are always a hit at family gatherings.;In my family, my grandmother is the best cook, making delicious traditional dishes that we all love.;0;Mom is the best cook, her homemade dishes are popular.;Grandma excels at cooking beloved traditional dishes for our family.
684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;684;1530;Do you have any fond memories associated with a particular food and a family member?;;;GPT-4 generated;;;;;I always remember making cookies with my mom during the holidays.;I always remember making jam tarts with my mum.;Food,Family & Relationships;;Likert Scale;Lifestyle, Entertainment, and Daily Living;One of my fondest memories is making homemade pizza with my grandmother, who passed down her secret sauce recipe and showed me the joy of sharing a meal with loved ones.;Yes, I have fond memories of making homemade pasta with my grandmother in Italy and enjoying it together with the whole family.;0;Making pizza with grandmother, learning secret sauce, sharing meal joy.;Fond memories of making homemade pasta in Italy with family.
685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;685;1531;Do you and your partner have a favorite restaurant where you celebrate anniversaries or special occasions?;;;GPT-4 generated;;;;;Yes, we have a local steakhouse we go to for special occasions.;Yes, we have a local gastropub we enjoy for those occasions.;Food,Family & Relationships;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, my partner and I have a favorite Italian restaurant where we love to celebrate our anniversaries and special occasions.;Yes, my partner and I love celebrating special occasions at a cozy little rural inn with a warm atmosphere and delicious, traditional English cuisine.;0;Yes, we have a favorite Italian restaurant for special celebrations.;We love celebrating at a cozy rural inn with good food.
686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;686;1532;How do you accommodate family members with dietary restrictions during family gatherings?;;;GPT-4 generated;;;;;We always make sure to have a vegetarian or gluten-free option available.;We make sure to offer vegetarian options, and lately, vegan and gluten-free dishes too.;Food,Family & Relationships;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;When accommodating family members with dietary restrictions during gatherings, I like to plan ahead and include a variety of dishes that cater to different dietary needs, ensuring everyone can enjoy the meal together.;I always make sure to have a variety of options available, including vegetarian and gluten-free dishes, to accommodate everyone's dietary restrictions during family gatherings.;0;Plan ahead, include variety, cater to dietary needs for gatherings.;Offer diverse, dietary-friendly options for family gatherings.
687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;687;1533;Do you ever recreate dishes you've enjoyed at family events?;;;GPT-4 generated;;;;;Yes, especially after family BBQs or potlucks.;Yes, especially if it's a hit at family gatherings.;Food,Family & Relationships;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love to recreate dishes from family events, especially those that bring back nostalgic memories and hold special significance to me and my loved ones.;Yes, I love recreating the dishes I've enjoyed at family events because it helps me feel connected to my culture and memories of special occasions.;0;Yes, I enjoy recreating family event dishes with nostalgic memories.;I recreate enjoyed dishes to feel connected to culture and memories.
688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;688;1534;How important is it for your partner to share similar food preferences with you?;;;GPT-4 generated;;;;;It's not crucial, but it makes meal planning easier.;It's helpful, but we respect each other's tastes.;Food,Family & Relationships;;Likert Scale;Lifestyle, Entertainment, and Daily Living;As an American who values shared experiences, having similar food preferences with your partner can enhance the enjoyment of meals and dining together.;As a real person from a culture that values food and shared experiences, I believe it's important for my partner to have similar food preferences to enhance our connection and enjoyment of meals together.;0;Shared food preferences enhance American couple's dining experiences.;I value shared food experiences and connection with my partner.
689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;689;1535;Do you have a family tradition related to food for certain holidays?;;;GPT-4 generated;;;;;Yes, we always have ham on Easter and turkey on Thanksgiving.;Yes, we have fish and chips on Good Friday and mince pies at Christmas.;Food,Family & Relationships;;Binary Choice;Lifestyle, Entertainment, and Daily Living;"Yes, in my culture, we have a tradition of making a special dish called ""lechon"" (roast pig) for big family gatherings during holidays like Christmas and Easter.";Yes, in my family, we have a tradition of making a special roast lamb for Easter Sunday dinner.;0;"My culture makes ""lechon"" dish for big family gatherings.";My family has a tradition of making roast lamb for Easter.
690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;690;1536;Have you and a family member ever taken a cooking class together?;;;GPT-4 generated;;;;;No, but that sounds like a fun idea.;No, but attending a baking class sounds delightful.;Food,Family & Relationships;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, my spouse and I have taken a cooking class together, and it was a fun and memorable experience.;Yes, my sister and I have taken a French cooking class together, and it was a fun and memorable experience.;0;Spouse and I took a fun cooking class together.;Sister and I took French cooking class, fun and memorable.
691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;691;1537;How do you feel about partners having separate meals due to differing tastes?;;;GPT-4 generated;;;;;It's okay occasionally, but it's nicer when we eat the same meal together.;It happens occasionally, especially if one of us wants a curry and the other doesn't.;Food,Family & Relationships;;Likert Scale;Lifestyle, Entertainment, and Daily Living;I personally believe that sharing meals can be an important bonding experience for partners, and finding common ground in tastes can add richness to the relationship.;I believe that partners having separate meals due to differing tastes is absolutely fine as long as it works for them and allows each person to enjoy the food they love.;0;Sharing meals can bond partners and enrich relationships with common tastes.;Partners having separate meals is fine if it works for them.
692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;692;1538;Does your family have a signature dish that everyone loves?;;;GPT-4 generated;;;;;Yes, my aunt's potato salad is always a hit at family gatherings.;Definitely, my uncle's sticky toffee pudding is always requested.;Food,Family & Relationships;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, my family's signature dish is a homemade lasagna that everyone absolutely loves.;Yes, my family's signature dish is a hearty beef stew that has been passed down for generations and always brings everyone together around the dinner table.;0;Family's signature dish: homemade lasagna - loved by everyone.;Family's signature dish: Hearty beef stew passed down for generations.
693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;693;1539;Have you ever cooked a surprise meal for a loved one?;;;GPT-4 generated;;;;;Yes, I've made breakfast in bed for my partner.;Yes, I've made a full English breakfast as a treat.;Food,Family & Relationships;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I have cooked a surprise meal for a loved one before, and it was a wonderful way to show my appreciation.;Yes, I have cooked surprise meals for loved ones before, and it's always a special way to show appreciation and care for them.;0;Yes, I have cooked a surprise meal for a loved one.;Yes, I have cooked surprise meals for loved ones before.
694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;694;1540;Do you and your family members have any food rituals (like Sunday brunch)?;;;GPT-4 generated;;;;;We have a big Sunday dinner together most weeks.;We usually have a Sunday roast, often with extended family.;Food,Family & Relationships;;Likert Scale;Lifestyle, Entertainment, and Daily Living;Yes, my family and I have a Sunday dinner tradition where we all gather to cook and enjoy a meal together.;Yes, my family and I have a Sunday roast ritual, where we gather for a hearty meal and quality time together every week.;0;Family has Sunday dinner tradition, cook and enjoy meal together.;My family has a Sunday roast ritual for quality time.
695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;695;1541;How do you share the responsibilities of cooking in your household?;;;GPT-4 generated;;;;;We usually take turns, but I handle most of the weekday cooking.;It's divided based on our work schedules, but we both contribute.;Food,Family & Relationships;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;In my household, we share the responsibilities of cooking, taking turns to prepare meals and balancing the workload based on our schedules.;In my household, we share the responsibilities of cooking based on our schedules and preferences, ensuring that everyone gets a chance to prepare and enjoy their favorite meals.;0;We share cooking, take turns, balance workload based on schedules.;We share cooking based on schedules and preferences for variety.
696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;696;1542;Have you ever traveled with family or a partner specifically for a food experience?;;;GPT-4 generated;;;;;Yes, we visited New Orleans primarily for the cuisine.;Yes, we went to Cornwall once mainly to try the pasties.;Food,Family & Relationships;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I have traveled with my family to experience different cuisines and food cultures in various parts of the world.;Yes, I have traveled with my family to experience the unique cuisine and food culture of different regions.;0;Traveled with family to experience diverse global cuisines and cultures.;Traveled with family to experience unique cuisine and food culture.
697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;697;1543;Does your family have a story or legend related to a specific food?;;;GPT-4 generated;;;;;Not really, just fond memories of family recipes.;Just tales about disastrous cooking attempts from the past!;Food,Family & Relationships;;Binary Choice;Lifestyle, Entertainment, and Daily Living;In my family, we have a special recipe for lasagna that has been passed down for generations, and it's always the centerpiece of our holiday gatherings.;Yes, my family has a special recipe for apple pie that has been passed down for generations, and it's always accompanied by tales of our ancestors baking it during important family gatherings.;0;Family lasagna recipe centerpiece of holiday gatherings for generations.;Family apple pie recipe passed down for generations with nostalgic stories.
698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;698;1544;How do you handle conflicts with family or partners when it comes to food choices?;;;GPT-4 generated;;;;;We usually compromise or take turns choosing.;A bit of compromise, sometimes we just cook separately.;Food,Family & Relationships;;Ordinal Scale;Lifestyle, Entertainment, and Daily Living;I believe in open communication and compromise, finding common ground while respecting each family member's dietary preferences and making mealtime an inclusive and enjoyable experience for everyone.;I believe in open communication and compromise to find a balance in food choices that respects everyone's preferences and values.;0;Open communication, compromise, respect dietary preferences, and inclusive, enjoyable mealtimes.;Open communication, compromise for balanced food choices respecting all.
699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;699;1545;Do you think sharing similar food preferences strengthens a relationship?;;;GPT-4 generated;;;;;It can help, but it's more about respect and understanding each other's choices.;It's a bonus, but understanding and accommodating differences are more important.;Food,Family & Relationships;;Likert Scale;Lifestyle, Entertainment, and Daily Living;As someone who appreciates the importance of sharing meals and traditions, I believe that having similar food preferences can indeed strengthen a relationship by providing a shared experience and opportunities for connection.;As a real person who values shared experiences and connections, I believe that sharing similar food preferences can definitely strengthen a relationship, as it creates opportunities for bonding and enjoying moments together.;0;Shared meals, traditions, and food preferences strengthen relationships.;Shared food preferences strengthen relationships, creating bonding opportunities.
700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;700;1546;What is the national animal of my country?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;The national animal of the United States is the bald eagle; The national animal of the United Kingdom is the lion.;General Knowledge Trivia;;Quiz question;Media, Technology, and Education;I'm sorry, I can't help with that.;The national animal of the United Kingdom is the lion, symbolizing strength and courage.;0;Can't help, sorry.;UK national animal: lion symbolizes strength and courage.
701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;701;1547;What is the name of the patron saint of my country?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;The United States doesn't officially have a patron saint; Saint George is the patron saint of England, which is part of the UK.;General Knowledge Trivia;;Quiz question;Media, Technology, and Education;I'm sorry, I believe the patron saint of your country is St. Michael the Archangel.;Saint George is the patron saint of England.;0;St. Michael the Archangel is the patron saint of your country.;St. George is England's patron saint.
702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;702;1548;What are the colors typically found on my country's flag?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;The American flag also has red, white, and blue; The Union Jack features red, white, and blue.;General Knowledge Trivia;;Quiz question;Media, Technology, and Education;I'm not sure where you're from, but based on the information you provided, I'll guess that you might be from the United States. The colors typically found on the US flag are red, white, and blue.;I would say that the colors typically found on the United Kingdom's flag are red, white, and blue.;0;Guessing you're from the US based on info provided.;UK flag colors: red, white, blue.
703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;703;1549;What is the population of my country?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;The population of the United States is about 330 million;As of my last check, the UK's population is around 66 million.;General Knowledge Trivia;;Quiz question;Media, Technology, and Education;I think the population of my country is around 330 million people.;Sorry, I cannot assist with that.;0;Country's population is around 330 million people.;Can't help with that, sorry.
704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;704;1550;How many land borders does my country have? With which neighboring countries?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;The US has land borders with Canada and Mexico; The UK shares a land border with Ireland.;General Knowledge Trivia;;Quiz question;Media, Technology, and Education;I'm sorry, I'm not Michael, but based on the mention of Harvard University and American higher education, I assume you are referring to the United States, which has land borders with Canada and Mexico.;I'm sorry, I am not a member of the academic environment at the University of Oxford, so I cannot provide specific information about land borders or neighboring countries.;0;Not Michael, probably referring to the United States with borders.;Not part of University of Oxford, can't provide border info.
705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;705;1551;What was the previous capital city of my country before its current capital?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;Before Washington, D.C., New York City served as the capital of the United States; Before London, Winchester was a capital of England, but the UK as a whole didn't have a 'previous' capital.;General Knowledge Trivia;;Quiz question;Media, Technology, and Education;The previous capital city of the United States before its current capital was Philadelphia.;The previous capital city of the United Kingdom before London was Winchester.;0;Previous US capital was Philadelphia before the current capital.;Previous capital of UK before London was Winchester.
706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;706;1552;Who is the current monarch of my country?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;The United States doesn't have a monarch; we have a President;General Knowledge Trivia;;Quiz question;Media, Technology, and Education;I'm sorry, I don't have that information at the moment.;The current monarch of your country is Queen Elizabeth II.;0;;Queen Elizabeth II is your current monarch.
707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;707;1553;When is the national day of my country typically celebrated?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;In the US, we celebrate our national day on July 4th, Independence Day;In the UK, we don't have a national day like some countries, but England celebrates St. George's Day on April 23.;General Knowledge Trivia;;Quiz question;Media, Technology, and Education;I'm sorry, but based on the description, it's not clear which country you are from. Can you please specify your country so that I can provide you with the information?;I think the national day of your country is typically celebrated on [Input Country's National Day here].;0;;Country's National Day typically celebrated on [input National Day].
708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;708;1554;Which anthem is typically used when my country is represented at sporting events?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;The national anthem used in the US is 'The Star-Spangled Banner'; It's usually 'God Save the King' for the UK.;General Knowledge Trivia;;Quiz question;Media, Technology, and Education;"The national anthem typically used when my country is represented at sporting events is ""The Star-Spangled Banner.""";"It sounds like Elizabeth is from the United Kingdom, so the anthem typically used when her country is represented at sporting events is ""God Save the Queen.""";0;;"Elizabeth from UK, anthem ""God Save the Queen"" at events."
709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;709;1555;How many administrative divisions are there in my country?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;The US has 50 states, along with a federal district and various territories; The UK has four countries: England, Scotland, Wales, and Northern Ireland.;General Knowledge Trivia;;Quiz question;Media, Technology, and Education;I'm sorry, but I believe you may have mistaken me for someone else. I'd be happy to help if you have any other questions.;I am not familiar with your specific academic environment and cannot provide the exact number of administrative divisions in your country.;0;;Unfamiliar with your academic environment, unable to provide exact number.
710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;710;1556;"Which artist from my country sang ""Shape of You"" and ""Perfect""?";;;GPT / https://www.beelovedcity.com/england-quiz;;;;;Ed Sheeran sang those songs, but he's from the UK, not the US; That would be Ed Sheeran, he's British.;Music & Arts;;Quiz question;Lifestyle, Entertainment, and Daily Living;"The artist who sang ""Shape of You"" and ""Perfect"" is Ed Sheeran, from the United Kingdom.";"Ed Sheeran sang ""Shape of You"" and ""Perfect.""";0;;"Ed Sheeran sang ""Shape of You"" and ""Perfect."" (10 words)"
711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;711;1557;What is the city of origin for the Beatles?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;The Beatles are from Liverpool in the UK; The Beatles originated from Liverpool.;Music & Arts;;Quiz question;Lifestyle, Entertainment, and Daily Living;The Beatles originated from Liverpool, England.;The city of origin for the Beatles is Liverpool, England.;0;;Beatles' hometown is Liverpool, England.
712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;712;1558;In which country was the birthplace of Freddie Mercury located?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;The birthplace of Freddie Mercury was located in Zanzibar, Tanzania; The birthplace of Freddie Mercury was located in Zanzibar, Tanzania.;Music & Arts;;Quiz question;Lifestyle, Entertainment, and Daily Living;Freddie Mercury was born in Zanzibar, which was at that time a British protectorate, but is now part of Tanzania.;Freddie Mercury was born in Zanzibar, which is now part of Tanzania.;0;;Freddie Mercury was born in Zanzibar, now part of Tanzania.
713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;713;1559;Which singer from England was born in London and passed away in 2016?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;The singer from England who was born in London and passed away in 2016 is David Bowie;The singer from England who was born in London and passed away in 2016 is David Bowie.;Music & Arts;;Quiz question;Lifestyle, Entertainment, and Daily Living;John, the singer you are referring to is David Bowie.;The singer you're referring to is David Bowie.;0;;The singer is David Bowie.
714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;714;1560;What is the name of the member known as Ginger Spice in the Spice Girls?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;The member known as Ginger Spice in the Spice Girls is Geri Halliwell; The member known as Ginger Spice in the Spice Girls is Geri Halliwell.;Music & Arts;;Quiz question;Lifestyle, Entertainment, and Daily Living;The name of the member known as Ginger Spice in the Spice Girls is Geri Halliwell.;The member known as Ginger Spice in the Spice Girls is Geri Halliwell.;0;;Geri Halliwell is Ginger Spice in the Spice Girls.
715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;715;1561;What is the real name of the famous musician Elton John?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;The real name of the famous musician Elton John is Reginald Kenneth Dwight; The real name of the famous musician Elton John is Reginald Kenneth Dwight.;Music & Arts;;Quiz question;Lifestyle, Entertainment, and Daily Living;The real name of the famous musician Elton John is Reginald Kenneth Dwight.;The real name of the famous musician Elton John is Reginald Kenneth Dwight.;0;;Elton John's real name is Reginald Kenneth Dwight.
716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;716;1562;Who is the lead singer of the band Coldplay?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;The lead singer of the band Coldplay is Chris Martin; The lead singer of the band Coldplay is Chris Martin.;Music & Arts;;Quiz question;Lifestyle, Entertainment, and Daily Living;The lead singer of Coldplay is Chris Martin.;The lead singer of the band Coldplay is Chris Martin.;0;;Coldplay's lead singer is Chris Martin.
717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;717;1563;In which city were Liam and Noel Gallagher born?;;;GPT / https://www.beelovedcity.com/england-quiz;;;;;Liam and Noel Gallagher were born in Manchester, England; Liam and Noel Gallagher were born in Manchester, England.;Music & Arts;;Quiz question;Lifestyle, Entertainment, and Daily Living;Liam and Noel Gallagher were born in Manchester, England.;Liam and Noel Gallagher were born in Manchester.;0;;Liam and Noel Gallagher were born in Manchester.
